run_id,model,prompt_strategy,target_class,saturation_level,text_type,candidate_count,valid_count,valid_rate,saturation_pass_count,saturation_pass_rate,unique_candidate_rate,duplicate_rate,average_saturation,pcd_version,average_pcd,failed_saturation,invalid_characters,wrong_word_count,duplicate,repeated_words,dictionary_failed
20260529_171437,manual,generate_more_than_needed_prompt,N,70.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,N,80.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,S,60.0,sentence,1,1,1.0,1,1.0,1.0,0.0,70.58823529411765,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,S,60.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,S,70.0,sentence,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,S,70.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,S,80.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SN,60.0,sentence,1,1,1.0,1,1.0,1.0,0.0,92.3076923076923,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SN,60.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SN,70.0,word,1,1,1.0,1,1.0,1.0,0.0,83.33333333333334,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SN,80.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SV,60.0,sentence,1,1,1.0,1,1.0,1.0,0.0,76.92307692307693,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SV,60.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SV,70.0,word,1,1,1.0,1,1.0,1.0,0.0,80.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,SV,80.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,V,60.0,sentence,1,1,1.0,1,1.0,1.0,0.0,90.9090909090909,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,V,60.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,V,70.0,sentence,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,V,70.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
20260529_171437,manual,generate_more_than_needed_prompt,V,80.0,word,1,1,1.0,1,1.0,1.0,0.0,100.0,pcd_paper_style,0.0,0,0,0,0,0,0
