run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete
20260604_151847,20260604_151847_00324,sadržaj,llama3.1:8b,strict_plain_list,S,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,sadržaj,sadržaj,s a d r ž a j,7,5,71.42857142857143,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00353,Dva dječaka hajde,llama3.1:8b,strict_plain_list,S,50.0,sentence,manual_csv,data/generated_ollama_task16_full.csv,Dva dječaka hajde,dva dječaka hajde,d v a d j e č a k a h a j d e,15,8,53.333333333333336,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00378,baraka,llama3.1:8b,paper_style,S,70.0,word,manual_csv,data/generated_ollama_task16_full.csv,baraka,baraka,b a r a k a,6,5,83.33333333333334,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00379,barka,llama3.1:8b,paper_style,S,70.0,word,manual_csv,data/generated_ollama_task16_full.csv,barka,barka,b a r k a,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00453,četiri,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,četiri,četiri,č e t i r i,6,3,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00454,često,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,često,često,č e s t o,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00455,češka,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,češka,češka,č e š k a,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00456,večer,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,večer,večer,v e č e r,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00457,tečnost,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,tečnost,tečnost,t e č n o s t,7,4,57.14285714285714,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00464,učite,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,učite,učite,u č i t e,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00466,učilište,llama3.1:8b,paper_style,SV,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,učilište,učilište,u č i l i š t e,8,4,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00613,Cijeli,llama3.1:8b,paper_style,V,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,Cijeli,cijeli,c i j e l i,6,3,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_151847,20260604_151847_00614,Cilj,llama3.1:8b,paper_style,V,50.0,word,manual_csv,data/generated_ollama_task16_full.csv,Cilj,cilj,c i lj,3,2,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
