left_index,right_index,left_candidate,right_candidate,pcd_version,pcd
1,32,napomenuti,cijeli,pcd_paper_style,0.8
1,33,napomenuti,cilj,pcd_paper_style,0.9
2,0,glas,barman,pcd_paper_style,0.8333333333333334
2,1,glas,napomenuti,pcd_paper_style,0.9
2,2,glas,glas,pcd_paper_style,0.0
2,3,glas,glog,pcd_paper_style,0.5
2,4,glas,hola,pcd_paper_style,0.5
2,5,glas,lako,pcd_paper_style,0.5
2,6,glas,likov,pcd_paper_style,0.8
2,7,glas,logar,pcd_paper_style,0.4
2,8,glas,oko,pcd_paper_style,1.0
2,9,glas,poklop,pcd_paper_style,0.8333333333333334
2,10,glas,gola,pcd_paper_style,0.25
2,11,glas,volja,pcd_paper_style,0.75
2,12,glas,krv,pcd_paper_style,1.0
2,13,glas,krvariti,pcd_paper_style,0.875
2,14,glas,kraj,pcd_paper_style,0.75
2,15,glas,kruga,pcd_paper_style,0.6
2,16,glas,kuća,pcd_paper_style,0.75
2,17,glas,kuna,pcd_paper_style,0.75
2,18,glas,kukavica,pcd_paper_style,0.875
2,19,glas,sadržaj,pcd_paper_style,0.7142857142857143
2,20,glas,dva dječaka hajde,pcd_paper_style,0.9333333333333333
2,21,glas,baraka,pcd_paper_style,0.8333333333333334
2,22,glas,barka,pcd_paper_style,0.8
2,23,glas,četiri,pcd_paper_style,1.0
2,24,glas,često,pcd_paper_style,0.8
2,25,glas,češka,pcd_paper_style,0.8
2,26,glas,večer,pcd_paper_style,1.0
2,27,glas,tečnost,pcd_paper_style,0.8571428571428571
2,28,glas,učište,pcd_paper_style,1.0
2,29,glas,učite,pcd_paper_style,1.0
2,30,glas,učilište,pcd_paper_style,0.875
2,31,glas,šumeti,pcd_paper_style,1.0
2,32,glas,cijeli,pcd_paper_style,0.8333333333333334
2,33,glas,cilj,pcd_paper_style,1.0
3,0,glog,barman,pcd_paper_style,1.0
3,1,glog,napomenuti,pcd_paper_style,0.9
3,2,glog,glas,pcd_paper_style,0.5
3,3,glog,glog,pcd_paper_style,0.0
3,4,glog,hola,pcd_paper_style,0.5
3,5,glog,lako,pcd_paper_style,0.5
3,6,glog,likov,pcd_paper_style,0.6
3,7,glog,logar,pcd_paper_style,0.4
3,8,glog,oko,pcd_paper_style,0.75
3,9,glog,poklop,pcd_paper_style,0.6666666666666666
3,10,glog,gola,pcd_paper_style,0.25
3,11,glog,volja,pcd_paper_style,0.75
3,12,glog,krv,pcd_paper_style,1.0
3,13,glog,krvariti,pcd_paper_style,1.0
3,14,glog,kraj,pcd_paper_style,1.0
3,15,glog,kruga,pcd_paper_style,0.8
3,16,glog,kuća,pcd_paper_style,1.0
3,17,glog,kuna,pcd_paper_style,1.0
3,18,glog,kukavica,pcd_paper_style,1.0
3,19,glog,sadržaj,pcd_paper_style,1.0
3,20,glog,dva dječaka hajde,pcd_paper_style,1.0
3,21,glog,baraka,pcd_paper_style,1.0
3,22,glog,barka,pcd_paper_style,1.0
3,23,glog,četiri,pcd_paper_style,1.0
3,24,glog,često,pcd_paper_style,0.8
3,25,glog,češka,pcd_paper_style,1.0
3,26,glog,večer,pcd_paper_style,1.0
3,27,glog,tečnost,pcd_paper_style,0.8571428571428571
3,28,glog,učište,pcd_paper_style,1.0
3,29,glog,učite,pcd_paper_style,1.0
3,30,glog,učilište,pcd_paper_style,0.875
3,31,glog,šumeti,pcd_paper_style,1.0
3,32,glog,cijeli,pcd_paper_style,0.8333333333333334
3,33,glog,cilj,pcd_paper_style,1.0
4,0,hola,barman,pcd_paper_style,0.8333333333333334
4,1,hola,napomenuti,pcd_paper_style,0.8
4,2,hola,glas,pcd_paper_style,0.5
4,3,hola,glog,pcd_paper_style,0.5
4,4,hola,hola,pcd_paper_style,0.0
4,5,hola,lako,pcd_paper_style,0.25
4,6,hola,likov,pcd_paper_style,0.6
4,7,hola,logar,pcd_paper_style,0.4
4,8,hola,oko,pcd_paper_style,0.75
4,9,hola,poklop,pcd_paper_style,0.6666666666666666
4,10,hola,gola,pcd_paper_style,0.25
4,11,hola,volja,pcd_paper_style,0.5
4,12,hola,krv,pcd_paper_style,1.0
4,13,hola,krvariti,pcd_paper_style,0.875
4,14,hola,kraj,pcd_paper_style,0.75
4,15,hola,kruga,pcd_paper_style,0.8
4,16,hola,kuća,pcd_paper_style,0.75
4,17,hola,kuna,pcd_paper_style,0.75
4,18,hola,kukavica,pcd_paper_style,0.875
4,19,hola,sadržaj,pcd_paper_style,0.8571428571428571
4,20,hola,dva dječaka hajde,pcd_paper_style,0.8666666666666667
4,21,hola,baraka,pcd_paper_style,0.8333333333333334
4,22,hola,barka,pcd_paper_style,0.8
4,23,hola,četiri,pcd_paper_style,1.0
4,24,hola,često,pcd_paper_style,0.8
4,25,hola,češka,pcd_paper_style,0.8
4,26,hola,večer,pcd_paper_style,1.0
4,27,hola,tečnost,pcd_paper_style,0.8571428571428571
4,28,hola,učište,pcd_paper_style,1.0
4,29,hola,učite,pcd_paper_style,1.0
4,30,hola,učilište,pcd_paper_style,0.875
4,31,hola,šumeti,pcd_paper_style,1.0
4,32,hola,cijeli,pcd_paper_style,0.8333333333333334
4,33,hola,cilj,pcd_paper_style,1.0
5,0,lako,barman,pcd_paper_style,0.8333333333333334
5,1,lako,napomenuti,pcd_paper_style,0.8
5,2,lako,glas,pcd_paper_style,0.5
5,3,lako,glog,pcd_paper_style,0.5
5,4,lako,hola,pcd_paper_style,0.25
5,5,lako,lako,pcd_paper_style,0.0
5,6,lako,likov,pcd_paper_style,0.4
5,7,lako,logar,pcd_paper_style,0.4
5,8,lako,oko,pcd_paper_style,0.5
5,9,lako,poklop,pcd_paper_style,0.5
5,10,lako,gola,pcd_paper_style,0.25
5,11,lako,volja,pcd_paper_style,0.5
5,12,lako,krv,pcd_paper_style,0.75
5,13,lako,krvariti,pcd_paper_style,0.75
5,14,lako,kraj,pcd_paper_style,0.5
5,15,lako,kruga,pcd_paper_style,0.6
5,16,lako,kuća,pcd_paper_style,0.5
5,17,lako,kuna,pcd_paper_style,0.5
5,18,lako,kukavica,pcd_paper_style,0.75
5,19,lako,sadržaj,pcd_paper_style,0.8571428571428571
5,20,lako,dva dječaka hajde,pcd_paper_style,0.8666666666666667
5,21,lako,baraka,pcd_paper_style,0.6666666666666666
5,22,lako,barka,pcd_paper_style,0.6
5,23,lako,četiri,pcd_paper_style,1.0
5,24,lako,često,pcd_paper_style,0.8
5,25,lako,češka,pcd_paper_style,0.6
5,26,lako,večer,pcd_paper_style,1.0
5,27,lako,tečnost,pcd_paper_style,0.8571428571428571
5,28,lako,učište,pcd_paper_style,1.0
5,29,lako,učite,pcd_paper_style,1.0
5,30,lako,učilište,pcd_paper_style,0.875
5,31,lako,šumeti,pcd_paper_style,1.0
5,32,lako,cijeli,pcd_paper_style,0.8333333333333334
5,33,lako,cilj,pcd_paper_style,1.0
6,0,likov,barman,pcd_paper_style,1.0
6,1,likov,napomenuti,pcd_paper_style,0.8
6,2,likov,glas,pcd_paper_style,0.8
6,3,likov,glog,pcd_paper_style,0.6
6,4,likov,hola,pcd_paper_style,0.6
6,5,likov,lako,pcd_paper_style,0.4
6,6,likov,likov,pcd_paper_style,0.0
6,7,likov,logar,pcd_paper_style,0.6
6,8,likov,oko,pcd_paper_style,0.6
6,9,likov,poklop,pcd_paper_style,0.5
6,10,likov,gola,pcd_paper_style,0.6
6,11,likov,volja,pcd_paper_style,0.6
6,12,likov,krv,pcd_paper_style,0.6
6,13,likov,krvariti,pcd_paper_style,0.625
6,14,likov,kraj,pcd_paper_style,0.8
6,15,likov,kruga,pcd_paper_style,0.8
6,16,likov,kuća,pcd_paper_style,0.8
6,17,likov,kuna,pcd_paper_style,0.8
6,18,likov,kukavica,pcd_paper_style,0.625
6,19,likov,sadržaj,pcd_paper_style,1.0
6,20,likov,dva dječaka hajde,pcd_paper_style,0.8666666666666667
6,21,likov,baraka,pcd_paper_style,0.8333333333333334
6,22,likov,barka,pcd_paper_style,0.8
6,23,likov,četiri,pcd_paper_style,0.8333333333333334
6,24,likov,često,pcd_paper_style,0.8
6,25,likov,češka,pcd_paper_style,0.8
6,26,likov,večer,pcd_paper_style,0.8
6,27,likov,tečnost,pcd_paper_style,0.8571428571428571
6,28,likov,učište,pcd_paper_style,0.8333333333333334
6,29,likov,učite,pcd_paper_style,0.8
6,30,likov,učilište,pcd_paper_style,0.75
6,31,likov,šumeti,pcd_paper_style,0.8333333333333334
6,32,likov,cijeli,pcd_paper_style,0.6666666666666666
6,33,likov,cilj,pcd_paper_style,0.8
7,0,logar,barman,pcd_paper_style,0.6666666666666666
7,1,logar,napomenuti,pcd_paper_style,0.8
7,2,logar,glas,pcd_paper_style,0.4
7,3,logar,glog,pcd_paper_style,0.4
7,4,logar,hola,pcd_paper_style,0.4
7,5,logar,lako,pcd_paper_style,0.4
7,6,logar,likov,pcd_paper_style,0.6
7,7,logar,logar,pcd_paper_style,0.0
7,8,logar,oko,pcd_paper_style,0.8
7,9,logar,poklop,pcd_paper_style,0.6666666666666666
7,10,logar,gola,pcd_paper_style,0.2
7,11,logar,volja,pcd_paper_style,0.6
7,12,logar,krv,pcd_paper_style,0.8
7,13,logar,krvariti,pcd_paper_style,0.75
7,14,logar,kraj,pcd_paper_style,0.6
7,15,logar,kruga,pcd_paper_style,0.4
7,16,logar,kuća,pcd_paper_style,0.8
7,17,logar,kuna,pcd_paper_style,0.8
7,18,logar,kukavica,pcd_paper_style,0.875
7,19,logar,sadržaj,pcd_paper_style,0.7142857142857143
7,20,logar,dva dječaka hajde,pcd_paper_style,0.9333333333333333
7,21,logar,baraka,pcd_paper_style,0.6666666666666666
7,22,logar,barka,pcd_paper_style,0.6
7,23,logar,četiri,pcd_paper_style,0.8333333333333334
7,24,logar,često,pcd_paper_style,0.8
7,25,logar,češka,pcd_paper_style,0.8
7,26,logar,večer,pcd_paper_style,0.8
7,27,logar,tečnost,pcd_paper_style,0.8571428571428571
7,28,logar,učište,pcd_paper_style,1.0
7,29,logar,učite,pcd_paper_style,1.0
7,30,logar,učilište,pcd_paper_style,0.875
7,31,logar,šumeti,pcd_paper_style,1.0
7,32,logar,cijeli,pcd_paper_style,0.8333333333333334
7,33,logar,cilj,pcd_paper_style,1.0
8,0,oko,barman,pcd_paper_style,1.0
8,1,oko,napomenuti,pcd_paper_style,0.9
8,2,oko,glas,pcd_paper_style,1.0
8,3,oko,glog,pcd_paper_style,0.75
8,4,oko,hola,pcd_paper_style,0.75
8,5,oko,lako,pcd_paper_style,0.5
8,6,oko,likov,pcd_paper_style,0.6
8,7,oko,logar,pcd_paper_style,0.8
8,8,oko,oko,pcd_paper_style,0.0
8,9,oko,poklop,pcd_paper_style,0.5
8,10,oko,gola,pcd_paper_style,0.75
8,11,oko,volja,pcd_paper_style,0.75
8,12,oko,krv,pcd_paper_style,0.6666666666666666
8,13,oko,krvariti,pcd_paper_style,0.875
8,14,oko,kraj,pcd_paper_style,0.75
8,15,oko,kruga,pcd_paper_style,0.8
8,16,oko,kuća,pcd_paper_style,0.75
8,17,oko,kuna,pcd_paper_style,0.75
8,18,oko,kukavica,pcd_paper_style,0.875
8,19,oko,sadržaj,pcd_paper_style,1.0
8,20,oko,dva dječaka hajde,pcd_paper_style,0.9333333333333333
8,21,oko,baraka,pcd_paper_style,0.8333333333333334
8,22,oko,barka,pcd_paper_style,0.8
8,23,oko,četiri,pcd_paper_style,1.0
8,24,oko,često,pcd_paper_style,0.8
8,25,oko,češka,pcd_paper_style,0.8
8,26,oko,večer,pcd_paper_style,1.0
8,27,oko,tečnost,pcd_paper_style,0.8571428571428571
8,28,oko,učište,pcd_paper_style,1.0
8,29,oko,učite,pcd_paper_style,1.0
8,30,oko,učilište,pcd_paper_style,1.0
8,31,oko,šumeti,pcd_paper_style,1.0
8,32,oko,cijeli,pcd_paper_style,1.0
8,33,oko,cilj,pcd_paper_style,1.0
9,0,poklop,barman,pcd_paper_style,1.0
9,1,poklop,napomenuti,pcd_paper_style,0.8
9,2,poklop,glas,pcd_paper_style,0.8333333333333334
9,3,poklop,glog,pcd_paper_style,0.6666666666666666
9,4,poklop,hola,pcd_paper_style,0.6666666666666666
9,5,poklop,lako,pcd_paper_style,0.5
9,6,poklop,likov,pcd_paper_style,0.5
9,7,poklop,logar,pcd_paper_style,0.6666666666666666
9,8,poklop,oko,pcd_paper_style,0.5
9,9,poklop,poklop,pcd_paper_style,0.0
9,10,poklop,gola,pcd_paper_style,0.6666666666666666
9,11,poklop,volja,pcd_paper_style,0.8333333333333334
9,12,poklop,krv,pcd_paper_style,0.8333333333333334
9,13,poklop,krvariti,pcd_paper_style,0.875
9,14,poklop,kraj,pcd_paper_style,0.8333333333333334
9,15,poklop,kruga,pcd_paper_style,0.8333333333333334
9,16,poklop,kuća,pcd_paper_style,0.8333333333333334
9,17,poklop,kuna,pcd_paper_style,0.8333333333333334
9,18,poklop,kukavica,pcd_paper_style,0.875
9,19,poklop,sadržaj,pcd_paper_style,1.0
9,20,poklop,dva dječaka hajde,pcd_paper_style,0.9333333333333333
9,21,poklop,baraka,pcd_paper_style,0.8333333333333334
9,22,poklop,barka,pcd_paper_style,0.8333333333333334
9,23,poklop,četiri,pcd_paper_style,1.0
9,24,poklop,često,pcd_paper_style,0.8333333333333334
9,25,poklop,češka,pcd_paper_style,0.8333333333333334
9,26,poklop,večer,pcd_paper_style,1.0
9,27,poklop,tečnost,pcd_paper_style,0.8571428571428571
9,28,poklop,učište,pcd_paper_style,1.0
9,29,poklop,učite,pcd_paper_style,1.0
9,30,poklop,učilište,pcd_paper_style,0.875
9,31,poklop,šumeti,pcd_paper_style,1.0
9,32,poklop,cijeli,pcd_paper_style,0.8333333333333334
9,33,poklop,cilj,pcd_paper_style,1.0
10,0,gola,barman,pcd_paper_style,0.8333333333333334
10,1,gola,napomenuti,pcd_paper_style,0.8
10,2,gola,glas,pcd_paper_style,0.25
10,3,gola,glog,pcd_paper_style,0.25
10,4,gola,hola,pcd_paper_style,0.25
10,5,gola,lako,pcd_paper_style,0.25
10,6,gola,likov,pcd_paper_style,0.6
10,7,gola,logar,pcd_paper_style,0.2
10,8,gola,oko,pcd_paper_style,0.75
10,9,gola,poklop,pcd_paper_style,0.6666666666666666
10,10,gola,gola,pcd_paper_style,0.0
10,11,gola,volja,pcd_paper_style,0.5
10,12,gola,krv,pcd_paper_style,1.0
10,13,gola,krvariti,pcd_paper_style,0.875
10,14,gola,kraj,pcd_paper_style,0.75
10,15,gola,kruga,pcd_paper_style,0.6
10,16,gola,kuća,pcd_paper_style,0.75
10,17,gola,kuna,pcd_paper_style,0.75
10,18,gola,kukavica,pcd_paper_style,0.875
10,19,gola,sadržaj,pcd_paper_style,0.8571428571428571
10,20,gola,dva dječaka hajde,pcd_paper_style,0.9333333333333333
10,21,gola,baraka,pcd_paper_style,0.8333333333333334
10,22,gola,barka,pcd_paper_style,0.8
10,23,gola,četiri,pcd_paper_style,1.0
10,24,gola,često,pcd_paper_style,0.8
10,25,gola,češka,pcd_paper_style,0.8
10,26,gola,večer,pcd_paper_style,1.0
10,27,gola,tečnost,pcd_paper_style,0.8571428571428571
10,28,gola,učište,pcd_paper_style,1.0
10,29,gola,učite,pcd_paper_style,1.0
10,30,gola,učilište,pcd_paper_style,0.875
10,31,gola,šumeti,pcd_paper_style,1.0
10,32,gola,cijeli,pcd_paper_style,0.8333333333333334
10,33,gola,cilj,pcd_paper_style,1.0
11,0,volja,barman,pcd_paper_style,0.8333333333333334
11,1,volja,napomenuti,pcd_paper_style,0.8
11,2,volja,glas,pcd_paper_style,0.75
11,3,volja,glog,pcd_paper_style,0.75
11,4,volja,hola,pcd_paper_style,0.5
11,5,volja,lako,pcd_paper_style,0.5
11,6,volja,likov,pcd_paper_style,0.6
11,7,volja,logar,pcd_paper_style,0.6
11,8,volja,oko,pcd_paper_style,0.75
11,9,volja,poklop,pcd_paper_style,0.8333333333333334
11,10,volja,gola,pcd_paper_style,0.5
11,11,volja,volja,pcd_paper_style,0.0
11,12,volja,krv,pcd_paper_style,0.75
11,13,volja,krvariti,pcd_paper_style,0.75
11,14,volja,kraj,pcd_paper_style,0.75
11,15,volja,kruga,pcd_paper_style,0.8
11,16,volja,kuća,pcd_paper_style,0.75
11,17,volja,kuna,pcd_paper_style,0.75
11,18,volja,kukavica,pcd_paper_style,0.75
11,19,volja,sadržaj,pcd_paper_style,0.8571428571428571
11,20,volja,dva dječaka hajde,pcd_paper_style,0.8666666666666667
11,21,volja,baraka,pcd_paper_style,0.8333333333333334
11,22,volja,barka,pcd_paper_style,0.8
11,23,volja,četiri,pcd_paper_style,1.0
11,24,volja,često,pcd_paper_style,0.8
11,25,volja,češka,pcd_paper_style,0.8
11,26,volja,večer,pcd_paper_style,0.8
11,27,volja,tečnost,pcd_paper_style,0.8571428571428571
11,28,volja,učište,pcd_paper_style,1.0
11,29,volja,učite,pcd_paper_style,1.0
11,30,volja,učilište,pcd_paper_style,1.0
11,31,volja,šumeti,pcd_paper_style,1.0
11,32,volja,cijeli,pcd_paper_style,1.0
11,33,volja,cilj,pcd_paper_style,0.75
12,0,krv,barman,pcd_paper_style,0.8333333333333334
12,1,krv,napomenuti,pcd_paper_style,1.0
12,2,krv,glas,pcd_paper_style,1.0
12,3,krv,glog,pcd_paper_style,1.0
12,4,krv,hola,pcd_paper_style,1.0
12,5,krv,lako,pcd_paper_style,0.75
12,6,krv,likov,pcd_paper_style,0.6
12,7,krv,logar,pcd_paper_style,0.8
12,8,krv,oko,pcd_paper_style,0.6666666666666666
12,9,krv,poklop,pcd_paper_style,0.8333333333333334
12,10,krv,gola,pcd_paper_style,1.0
12,11,krv,volja,pcd_paper_style,0.75
12,12,krv,krv,pcd_paper_style,0.0
12,13,krv,krvariti,pcd_paper_style,0.625
12,14,krv,kraj,pcd_paper_style,0.5
12,15,krv,kruga,pcd_paper_style,0.6
12,16,krv,kuća,pcd_paper_style,0.75
12,17,krv,kuna,pcd_paper_style,0.75
12,18,krv,kukavica,pcd_paper_style,0.75
12,19,krv,sadržaj,pcd_paper_style,0.8571428571428571
12,20,krv,dva dječaka hajde,pcd_paper_style,0.8666666666666667
12,21,krv,baraka,pcd_paper_style,0.6666666666666666
12,22,krv,barka,pcd_paper_style,0.6
12,23,krv,četiri,pcd_paper_style,0.8333333333333334
12,24,krv,često,pcd_paper_style,1.0
12,25,krv,češka,pcd_paper_style,0.8
12,26,krv,večer,pcd_paper_style,0.6
12,27,krv,tečnost,pcd_paper_style,1.0
12,28,krv,učište,pcd_paper_style,1.0
12,29,krv,učite,pcd_paper_style,1.0
12,30,krv,učilište,pcd_paper_style,1.0
12,31,krv,šumeti,pcd_paper_style,1.0
12,32,krv,cijeli,pcd_paper_style,1.0
12,33,krv,cilj,pcd_paper_style,1.0
13,0,krvariti,barman,pcd_paper_style,0.75
13,1,krvariti,napomenuti,pcd_paper_style,0.7
13,2,krvariti,glas,pcd_paper_style,0.875
13,3,krvariti,glog,pcd_paper_style,1.0
13,4,krvariti,hola,pcd_paper_style,0.875
13,5,krvariti,lako,pcd_paper_style,0.75
13,6,krvariti,likov,pcd_paper_style,0.625
13,7,krvariti,logar,pcd_paper_style,0.75
13,8,krvariti,oko,pcd_paper_style,0.875
13,9,krvariti,poklop,pcd_paper_style,0.875
13,10,krvariti,gola,pcd_paper_style,0.875
13,11,krvariti,volja,pcd_paper_style,0.75
13,12,krvariti,krv,pcd_paper_style,0.625
13,13,krvariti,krvariti,pcd_paper_style,0.0
13,14,krvariti,kraj,pcd_paper_style,0.625
13,15,krvariti,kruga,pcd_paper_style,0.625
13,16,krvariti,kuća,pcd_paper_style,0.75
13,17,krvariti,kuna,pcd_paper_style,0.75
13,18,krvariti,kukavica,pcd_paper_style,0.5
13,19,krvariti,sadržaj,pcd_paper_style,0.75
13,20,krvariti,dva dječaka hajde,pcd_paper_style,0.8
13,21,krvariti,baraka,pcd_paper_style,0.625
13,22,krvariti,barka,pcd_paper_style,0.625
13,23,krvariti,četiri,pcd_paper_style,0.5
13,24,krvariti,često,pcd_paper_style,0.875
13,25,krvariti,češka,pcd_paper_style,0.75
13,26,krvariti,večer,pcd_paper_style,0.75
13,27,krvariti,tečnost,pcd_paper_style,0.875
13,28,krvariti,učište,pcd_paper_style,0.75
13,29,krvariti,učite,pcd_paper_style,0.75
13,30,krvariti,učilište,pcd_paper_style,0.625
13,31,krvariti,šumeti,pcd_paper_style,0.75
13,32,krvariti,cijeli,pcd_paper_style,0.75
13,33,krvariti,cilj,pcd_paper_style,0.875
14,0,kraj,barman,pcd_paper_style,0.6666666666666666
14,1,kraj,napomenuti,pcd_paper_style,0.9
14,2,kraj,glas,pcd_paper_style,0.75
14,3,kraj,glog,pcd_paper_style,1.0
14,4,kraj,hola,pcd_paper_style,0.75
14,5,kraj,lako,pcd_paper_style,0.5
14,6,kraj,likov,pcd_paper_style,0.8
14,7,kraj,logar,pcd_paper_style,0.6
14,8,kraj,oko,pcd_paper_style,0.75
14,9,kraj,poklop,pcd_paper_style,0.8333333333333334
14,10,kraj,gola,pcd_paper_style,0.75
14,11,kraj,volja,pcd_paper_style,0.75
14,12,kraj,krv,pcd_paper_style,0.5
14,13,kraj,krvariti,pcd_paper_style,0.625
14,14,kraj,kraj,pcd_paper_style,0.0
14,15,kraj,kruga,pcd_paper_style,0.4
14,16,kraj,kuća,pcd_paper_style,0.5
14,17,kraj,kuna,pcd_paper_style,0.5
14,18,kraj,kukavica,pcd_paper_style,0.75
14,19,kraj,sadržaj,pcd_paper_style,0.5714285714285714
14,20,kraj,dva dječaka hajde,pcd_paper_style,0.8
14,21,kraj,baraka,pcd_paper_style,0.5
14,22,kraj,barka,pcd_paper_style,0.4
14,23,kraj,četiri,pcd_paper_style,0.8333333333333334
14,24,kraj,često,pcd_paper_style,1.0
14,25,kraj,češka,pcd_paper_style,0.6
14,26,kraj,večer,pcd_paper_style,0.8
14,27,kraj,tečnost,pcd_paper_style,1.0
14,28,kraj,učište,pcd_paper_style,1.0
14,29,kraj,učite,pcd_paper_style,1.0
14,30,kraj,učilište,pcd_paper_style,1.0
14,31,kraj,šumeti,pcd_paper_style,1.0
14,32,kraj,cijeli,pcd_paper_style,0.8333333333333334
14,33,kraj,cilj,pcd_paper_style,1.0
15,0,kruga,barman,pcd_paper_style,0.6666666666666666
15,1,kruga,napomenuti,pcd_paper_style,0.8
15,2,kruga,glas,pcd_paper_style,0.6
15,3,kruga,glog,pcd_paper_style,0.8
15,4,kruga,hola,pcd_paper_style,0.8
15,5,kruga,lako,pcd_paper_style,0.6
15,6,kruga,likov,pcd_paper_style,0.8
15,7,kruga,logar,pcd_paper_style,0.4
15,8,kruga,oko,pcd_paper_style,0.8
15,9,kruga,poklop,pcd_paper_style,0.8333333333333334
15,10,kruga,gola,pcd_paper_style,0.6
15,11,kruga,volja,pcd_paper_style,0.8
15,12,kruga,krv,pcd_paper_style,0.6
15,13,kruga,krvariti,pcd_paper_style,0.625
15,14,kruga,kraj,pcd_paper_style,0.4
15,15,kruga,kruga,pcd_paper_style,0.0
15,16,kruga,kuća,pcd_paper_style,0.4
15,17,kruga,kuna,pcd_paper_style,0.4
15,18,kruga,kukavica,pcd_paper_style,0.625
15,19,kruga,sadržaj,pcd_paper_style,0.7142857142857143
15,20,kruga,dva dječaka hajde,pcd_paper_style,0.8666666666666667
15,21,kruga,baraka,pcd_paper_style,0.5
15,22,kruga,barka,pcd_paper_style,0.4
15,23,kruga,četiri,pcd_paper_style,0.8333333333333334
15,24,kruga,često,pcd_paper_style,1.0
15,25,kruga,češka,pcd_paper_style,0.6
15,26,kruga,večer,pcd_paper_style,0.8
15,27,kruga,tečnost,pcd_paper_style,1.0
15,28,kruga,učište,pcd_paper_style,0.8333333333333334
15,29,kruga,učite,pcd_paper_style,0.8
15,30,kruga,učilište,pcd_paper_style,0.875
15,31,kruga,šumeti,pcd_paper_style,0.8333333333333334
15,32,kruga,cijeli,pcd_paper_style,1.0
15,33,kruga,cilj,pcd_paper_style,1.0
16,0,kuća,barman,pcd_paper_style,0.8333333333333334
16,1,kuća,napomenuti,pcd_paper_style,0.8
16,2,kuća,glas,pcd_paper_style,0.75
