left_index,right_index,left_candidate,right_candidate,pcd_version,pcd
6,5,gola,oko,pcd_paper_style,0.75
6,6,gola,gola,pcd_paper_style,0.0
6,7,gola,volja,pcd_paper_style,0.5
6,8,gola,krv,pcd_paper_style,1.0
6,9,gola,krvariti,pcd_paper_style,0.875
6,10,gola,kraj,pcd_paper_style,0.75
6,11,gola,kruga,pcd_paper_style,0.6
6,12,gola,kuća,pcd_paper_style,0.75
6,13,gola,kuna,pcd_paper_style,0.75
6,14,gola,kukavica,pcd_paper_style,0.875
6,15,gola,sadržaj,pcd_paper_style,0.8571428571428571
6,16,gola,dva dječaka hajde,pcd_paper_style,0.9333333333333333
6,17,gola,baraka,pcd_paper_style,0.8333333333333334
6,18,gola,barka,pcd_paper_style,0.8
6,19,gola,četiri,pcd_paper_style,1.0
6,20,gola,često,pcd_paper_style,0.8
6,21,gola,češka,pcd_paper_style,0.8
6,22,gola,večer,pcd_paper_style,1.0
6,23,gola,tečnost,pcd_paper_style,0.8571428571428571
6,24,gola,učite,pcd_paper_style,1.0
6,25,gola,učilište,pcd_paper_style,0.875
6,26,gola,cijeli,pcd_paper_style,0.8333333333333334
6,27,gola,cilj,pcd_paper_style,1.0
7,0,volja,napomenuti,pcd_paper_style,0.8
7,1,volja,glas,pcd_paper_style,0.75
7,2,volja,glog,pcd_paper_style,0.75
7,3,volja,hola,pcd_paper_style,0.5
7,4,volja,lako,pcd_paper_style,0.5
7,5,volja,oko,pcd_paper_style,0.75
7,6,volja,gola,pcd_paper_style,0.5
7,7,volja,volja,pcd_paper_style,0.0
7,8,volja,krv,pcd_paper_style,0.75
7,9,volja,krvariti,pcd_paper_style,0.75
7,10,volja,kraj,pcd_paper_style,0.75
7,11,volja,kruga,pcd_paper_style,0.8
7,12,volja,kuća,pcd_paper_style,0.75
7,13,volja,kuna,pcd_paper_style,0.75
7,14,volja,kukavica,pcd_paper_style,0.75
7,15,volja,sadržaj,pcd_paper_style,0.8571428571428571
7,16,volja,dva dječaka hajde,pcd_paper_style,0.8666666666666667
7,17,volja,baraka,pcd_paper_style,0.8333333333333334
7,18,volja,barka,pcd_paper_style,0.8
7,19,volja,četiri,pcd_paper_style,1.0
7,20,volja,često,pcd_paper_style,0.8
7,21,volja,češka,pcd_paper_style,0.8
7,22,volja,večer,pcd_paper_style,0.8
7,23,volja,tečnost,pcd_paper_style,0.8571428571428571
7,24,volja,učite,pcd_paper_style,1.0
7,25,volja,učilište,pcd_paper_style,1.0
7,26,volja,cijeli,pcd_paper_style,1.0
7,27,volja,cilj,pcd_paper_style,0.75
8,0,krv,napomenuti,pcd_paper_style,1.0
8,1,krv,glas,pcd_paper_style,1.0
8,2,krv,glog,pcd_paper_style,1.0
8,3,krv,hola,pcd_paper_style,1.0
8,4,krv,lako,pcd_paper_style,0.75
8,5,krv,oko,pcd_paper_style,0.6666666666666666
8,6,krv,gola,pcd_paper_style,1.0
8,7,krv,volja,pcd_paper_style,0.75
8,8,krv,krv,pcd_paper_style,0.0
8,9,krv,krvariti,pcd_paper_style,0.625
8,10,krv,kraj,pcd_paper_style,0.5
8,11,krv,kruga,pcd_paper_style,0.6
8,12,krv,kuća,pcd_paper_style,0.75
8,13,krv,kuna,pcd_paper_style,0.75
8,14,krv,kukavica,pcd_paper_style,0.75
8,15,krv,sadržaj,pcd_paper_style,0.8571428571428571
8,16,krv,dva dječaka hajde,pcd_paper_style,0.8666666666666667
8,17,krv,baraka,pcd_paper_style,0.6666666666666666
8,18,krv,barka,pcd_paper_style,0.6
8,19,krv,četiri,pcd_paper_style,0.8333333333333334
8,20,krv,često,pcd_paper_style,1.0
8,21,krv,češka,pcd_paper_style,0.8
8,22,krv,večer,pcd_paper_style,0.6
8,23,krv,tečnost,pcd_paper_style,1.0
8,24,krv,učite,pcd_paper_style,1.0
8,25,krv,učilište,pcd_paper_style,1.0
8,26,krv,cijeli,pcd_paper_style,1.0
8,27,krv,cilj,pcd_paper_style,1.0
9,0,krvariti,napomenuti,pcd_paper_style,0.7
9,1,krvariti,glas,pcd_paper_style,0.875
9,2,krvariti,glog,pcd_paper_style,1.0
9,3,krvariti,hola,pcd_paper_style,0.875
9,4,krvariti,lako,pcd_paper_style,0.75
9,5,krvariti,oko,pcd_paper_style,0.875
9,6,krvariti,gola,pcd_paper_style,0.875
9,7,krvariti,volja,pcd_paper_style,0.75
9,8,krvariti,krv,pcd_paper_style,0.625
9,9,krvariti,krvariti,pcd_paper_style,0.0
9,10,krvariti,kraj,pcd_paper_style,0.625
9,11,krvariti,kruga,pcd_paper_style,0.625
9,12,krvariti,kuća,pcd_paper_style,0.75
9,13,krvariti,kuna,pcd_paper_style,0.75
9,14,krvariti,kukavica,pcd_paper_style,0.5
9,15,krvariti,sadržaj,pcd_paper_style,0.75
9,16,krvariti,dva dječaka hajde,pcd_paper_style,0.8
9,17,krvariti,baraka,pcd_paper_style,0.625
9,18,krvariti,barka,pcd_paper_style,0.625
9,19,krvariti,četiri,pcd_paper_style,0.5
9,20,krvariti,često,pcd_paper_style,0.875
9,21,krvariti,češka,pcd_paper_style,0.75
9,22,krvariti,večer,pcd_paper_style,0.75
9,23,krvariti,tečnost,pcd_paper_style,0.875
9,24,krvariti,učite,pcd_paper_style,0.75
9,25,krvariti,učilište,pcd_paper_style,0.625
9,26,krvariti,cijeli,pcd_paper_style,0.75
9,27,krvariti,cilj,pcd_paper_style,0.875
10,0,kraj,napomenuti,pcd_paper_style,0.9
10,1,kraj,glas,pcd_paper_style,0.75
10,2,kraj,glog,pcd_paper_style,1.0
10,3,kraj,hola,pcd_paper_style,0.75
10,4,kraj,lako,pcd_paper_style,0.5
10,5,kraj,oko,pcd_paper_style,0.75
10,6,kraj,gola,pcd_paper_style,0.75
10,7,kraj,volja,pcd_paper_style,0.75
10,8,kraj,krv,pcd_paper_style,0.5
10,9,kraj,krvariti,pcd_paper_style,0.625
10,10,kraj,kraj,pcd_paper_style,0.0
10,11,kraj,kruga,pcd_paper_style,0.4
10,12,kraj,kuća,pcd_paper_style,0.5
10,13,kraj,kuna,pcd_paper_style,0.5
10,14,kraj,kukavica,pcd_paper_style,0.75
10,15,kraj,sadržaj,pcd_paper_style,0.5714285714285714
10,16,kraj,dva dječaka hajde,pcd_paper_style,0.8
10,17,kraj,baraka,pcd_paper_style,0.5
10,18,kraj,barka,pcd_paper_style,0.4
10,19,kraj,četiri,pcd_paper_style,0.8333333333333334
10,20,kraj,često,pcd_paper_style,1.0
10,21,kraj,češka,pcd_paper_style,0.6
10,22,kraj,večer,pcd_paper_style,0.8
10,23,kraj,tečnost,pcd_paper_style,1.0
10,24,kraj,učite,pcd_paper_style,1.0
10,25,kraj,učilište,pcd_paper_style,1.0
10,26,kraj,cijeli,pcd_paper_style,0.8333333333333334
10,27,kraj,cilj,pcd_paper_style,1.0
11,0,kruga,napomenuti,pcd_paper_style,0.8
11,1,kruga,glas,pcd_paper_style,0.6
11,2,kruga,glog,pcd_paper_style,0.8
11,3,kruga,hola,pcd_paper_style,0.8
11,4,kruga,lako,pcd_paper_style,0.6
11,5,kruga,oko,pcd_paper_style,0.8
11,6,kruga,gola,pcd_paper_style,0.6
11,7,kruga,volja,pcd_paper_style,0.8
11,8,kruga,krv,pcd_paper_style,0.6
11,9,kruga,krvariti,pcd_paper_style,0.625
11,10,kruga,kraj,pcd_paper_style,0.4
11,11,kruga,kruga,pcd_paper_style,0.0
11,12,kruga,kuća,pcd_paper_style,0.4
11,13,kruga,kuna,pcd_paper_style,0.4
11,14,kruga,kukavica,pcd_paper_style,0.625
11,15,kruga,sadržaj,pcd_paper_style,0.7142857142857143
11,16,kruga,dva dječaka hajde,pcd_paper_style,0.8666666666666667
11,17,kruga,baraka,pcd_paper_style,0.5
11,18,kruga,barka,pcd_paper_style,0.4
11,19,kruga,četiri,pcd_paper_style,0.8333333333333334
11,20,kruga,često,pcd_paper_style,1.0
11,21,kruga,češka,pcd_paper_style,0.6
11,22,kruga,večer,pcd_paper_style,0.8
11,23,kruga,tečnost,pcd_paper_style,1.0
11,24,kruga,učite,pcd_paper_style,0.8
11,25,kruga,učilište,pcd_paper_style,0.875
11,26,kruga,cijeli,pcd_paper_style,1.0
11,27,kruga,cilj,pcd_paper_style,1.0
12,0,kuća,napomenuti,pcd_paper_style,0.8
12,1,kuća,glas,pcd_paper_style,0.75
12,2,kuća,glog,pcd_paper_style,1.0
12,3,kuća,hola,pcd_paper_style,0.75
12,4,kuća,lako,pcd_paper_style,0.5
12,5,kuća,oko,pcd_paper_style,0.75
12,6,kuća,gola,pcd_paper_style,0.75
12,7,kuća,volja,pcd_paper_style,0.75
12,8,kuća,krv,pcd_paper_style,0.75
12,9,kuća,krvariti,pcd_paper_style,0.75
12,10,kuća,kraj,pcd_paper_style,0.5
12,11,kuća,kruga,pcd_paper_style,0.4
12,12,kuća,kuća,pcd_paper_style,0.0
12,13,kuća,kuna,pcd_paper_style,0.25
12,14,kuća,kukavica,pcd_paper_style,0.625
12,15,kuća,sadržaj,pcd_paper_style,0.8571428571428571
12,16,kuća,dva dječaka hajde,pcd_paper_style,0.8666666666666667
12,17,kuća,baraka,pcd_paper_style,0.6666666666666666
12,18,kuća,barka,pcd_paper_style,0.6
12,19,kuća,četiri,pcd_paper_style,1.0
12,20,kuća,često,pcd_paper_style,1.0
12,21,kuća,češka,pcd_paper_style,0.6
12,22,kuća,večer,pcd_paper_style,1.0
12,23,kuća,tečnost,pcd_paper_style,1.0
12,24,kuća,učite,pcd_paper_style,0.8
12,25,kuća,učilište,pcd_paper_style,0.875
12,26,kuća,cijeli,pcd_paper_style,1.0
12,27,kuća,cilj,pcd_paper_style,1.0
13,0,kuna,napomenuti,pcd_paper_style,0.7
13,1,kuna,glas,pcd_paper_style,0.75
13,2,kuna,glog,pcd_paper_style,1.0
13,3,kuna,hola,pcd_paper_style,0.75
13,4,kuna,lako,pcd_paper_style,0.5
13,5,kuna,oko,pcd_paper_style,0.75
13,6,kuna,gola,pcd_paper_style,0.75
13,7,kuna,volja,pcd_paper_style,0.75
13,8,kuna,krv,pcd_paper_style,0.75
13,9,kuna,krvariti,pcd_paper_style,0.75
13,10,kuna,kraj,pcd_paper_style,0.5
13,11,kuna,kruga,pcd_paper_style,0.4
13,12,kuna,kuća,pcd_paper_style,0.25
13,13,kuna,kuna,pcd_paper_style,0.0
13,14,kuna,kukavica,pcd_paper_style,0.625
13,15,kuna,sadržaj,pcd_paper_style,0.8571428571428571
13,16,kuna,dva dječaka hajde,pcd_paper_style,0.8666666666666667
13,17,kuna,baraka,pcd_paper_style,0.6666666666666666
13,18,kuna,barka,pcd_paper_style,0.6
13,19,kuna,četiri,pcd_paper_style,1.0
13,20,kuna,često,pcd_paper_style,1.0
13,21,kuna,češka,pcd_paper_style,0.6
13,22,kuna,večer,pcd_paper_style,1.0
13,23,kuna,tečnost,pcd_paper_style,0.8571428571428571
13,24,kuna,učite,pcd_paper_style,0.8
13,25,kuna,učilište,pcd_paper_style,0.875
13,26,kuna,cijeli,pcd_paper_style,1.0
13,27,kuna,cilj,pcd_paper_style,1.0
14,0,kukavica,napomenuti,pcd_paper_style,0.7
14,1,kukavica,glas,pcd_paper_style,0.875
14,2,kukavica,glog,pcd_paper_style,1.0
14,3,kukavica,hola,pcd_paper_style,0.875
14,4,kukavica,lako,pcd_paper_style,0.75
14,5,kukavica,oko,pcd_paper_style,0.875
14,6,kukavica,gola,pcd_paper_style,0.875
14,7,kukavica,volja,pcd_paper_style,0.75
14,8,kukavica,krv,pcd_paper_style,0.75
14,9,kukavica,krvariti,pcd_paper_style,0.5
14,10,kukavica,kraj,pcd_paper_style,0.75
14,11,kukavica,kruga,pcd_paper_style,0.625
14,12,kukavica,kuća,pcd_paper_style,0.625
14,13,kukavica,kuna,pcd_paper_style,0.625
14,14,kukavica,kukavica,pcd_paper_style,0.0
14,15,kukavica,sadržaj,pcd_paper_style,0.75
14,16,kukavica,dva dječaka hajde,pcd_paper_style,0.7333333333333333
14,17,kukavica,baraka,pcd_paper_style,0.625
14,18,kukavica,barka,pcd_paper_style,0.625
14,19,kukavica,četiri,pcd_paper_style,0.875
14,20,kukavica,često,pcd_paper_style,1.0
14,21,kukavica,češka,pcd_paper_style,0.75
14,22,kukavica,večer,pcd_paper_style,0.875
14,23,kukavica,tečnost,pcd_paper_style,1.0
14,24,kukavica,učite,pcd_paper_style,0.75
14,25,kukavica,učilište,pcd_paper_style,0.75
14,26,kukavica,cijeli,pcd_paper_style,0.75
14,27,kukavica,cilj,pcd_paper_style,0.75
15,0,sadržaj,napomenuti,pcd_paper_style,0.9
15,1,sadržaj,glas,pcd_paper_style,0.7142857142857143
15,2,sadržaj,glog,pcd_paper_style,1.0
15,3,sadržaj,hola,pcd_paper_style,0.8571428571428571
15,4,sadržaj,lako,pcd_paper_style,0.8571428571428571
15,5,sadržaj,oko,pcd_paper_style,1.0
15,6,sadržaj,gola,pcd_paper_style,0.8571428571428571
15,7,sadržaj,volja,pcd_paper_style,0.8571428571428571
15,8,sadržaj,krv,pcd_paper_style,0.8571428571428571
15,9,sadržaj,krvariti,pcd_paper_style,0.75
15,10,sadržaj,kraj,pcd_paper_style,0.5714285714285714
15,11,sadržaj,kruga,pcd_paper_style,0.7142857142857143
15,12,sadržaj,kuća,pcd_paper_style,0.8571428571428571
15,13,sadržaj,kuna,pcd_paper_style,0.8571428571428571
15,14,sadržaj,kukavica,pcd_paper_style,0.75
15,15,sadržaj,sadržaj,pcd_paper_style,0.0
15,16,sadržaj,dva dječaka hajde,pcd_paper_style,0.7333333333333333
15,17,sadržaj,baraka,pcd_paper_style,0.5714285714285714
15,18,sadržaj,barka,pcd_paper_style,0.5714285714285714
15,19,sadržaj,četiri,pcd_paper_style,0.8571428571428571
15,20,sadržaj,često,pcd_paper_style,0.8571428571428571
15,21,sadržaj,češka,pcd_paper_style,0.8571428571428571
15,22,sadržaj,večer,pcd_paper_style,0.8571428571428571
15,23,sadržaj,tečnost,pcd_paper_style,0.8571428571428571
15,24,sadržaj,učite,pcd_paper_style,1.0
15,25,sadržaj,učilište,pcd_paper_style,1.0
15,26,sadržaj,cijeli,pcd_paper_style,0.8571428571428571
15,27,sadržaj,cilj,pcd_paper_style,1.0
16,0,dva dječaka hajde,napomenuti,pcd_paper_style,0.8666666666666667
16,1,dva dječaka hajde,glas,pcd_paper_style,0.9333333333333333
16,2,dva dječaka hajde,glog,pcd_paper_style,1.0
16,3,dva dječaka hajde,hola,pcd_paper_style,0.8666666666666667
16,4,dva dječaka hajde,lako,pcd_paper_style,0.8666666666666667
16,5,dva dječaka hajde,oko,pcd_paper_style,0.9333333333333333
16,6,dva dječaka hajde,gola,pcd_paper_style,0.9333333333333333
16,7,dva dječaka hajde,volja,pcd_paper_style,0.8666666666666667
16,8,dva dječaka hajde,krv,pcd_paper_style,0.8666666666666667
16,9,dva dječaka hajde,krvariti,pcd_paper_style,0.8
16,10,dva dječaka hajde,kraj,pcd_paper_style,0.8
16,11,dva dječaka hajde,kruga,pcd_paper_style,0.8666666666666667
16,12,dva dječaka hajde,kuća,pcd_paper_style,0.8666666666666667
16,13,dva dječaka hajde,kuna,pcd_paper_style,0.8666666666666667
16,14,dva dječaka hajde,kukavica,pcd_paper_style,0.7333333333333333
16,15,dva dječaka hajde,sadržaj,pcd_paper_style,0.7333333333333333
16,16,dva dječaka hajde,dva dječaka hajde,pcd_paper_style,0.0
16,17,dva dječaka hajde,baraka,pcd_paper_style,0.7333333333333333
16,18,dva dječaka hajde,barka,pcd_paper_style,0.8
16,19,dva dječaka hajde,četiri,pcd_paper_style,0.8666666666666667
16,20,dva dječaka hajde,često,pcd_paper_style,0.8666666666666667
16,21,dva dječaka hajde,češka,pcd_paper_style,0.7333333333333333
16,22,dva dječaka hajde,večer,pcd_paper_style,0.7333333333333333
16,23,dva dječaka hajde,tečnost,pcd_paper_style,0.8666666666666667
16,24,dva dječaka hajde,učite,pcd_paper_style,0.8666666666666667
16,25,dva dječaka hajde,učilište,pcd_paper_style,0.8666666666666667
16,26,dva dječaka hajde,cijeli,pcd_paper_style,0.8666666666666667
16,27,dva dječaka hajde,cilj,pcd_paper_style,1.0
17,0,baraka,napomenuti,pcd_paper_style,0.9
17,1,baraka,glas,pcd_paper_style,0.8333333333333334
17,2,baraka,glog,pcd_paper_style,1.0
17,3,baraka,hola,pcd_paper_style,0.8333333333333334
17,4,baraka,lako,pcd_paper_style,0.6666666666666666
17,5,baraka,oko,pcd_paper_style,0.8333333333333334
17,6,baraka,gola,pcd_paper_style,0.8333333333333334
17,7,baraka,volja,pcd_paper_style,0.8333333333333334
17,8,baraka,krv,pcd_paper_style,0.6666666666666666
17,9,baraka,krvariti,pcd_paper_style,0.625
17,10,baraka,kraj,pcd_paper_style,0.5
17,11,baraka,kruga,pcd_paper_style,0.5
17,12,baraka,kuća,pcd_paper_style,0.6666666666666666
17,13,baraka,kuna,pcd_paper_style,0.6666666666666666
17,14,baraka,kukavica,pcd_paper_style,0.625
17,15,baraka,sadržaj,pcd_paper_style,0.5714285714285714
17,16,baraka,dva dječaka hajde,pcd_paper_style,0.7333333333333333
17,17,baraka,baraka,pcd_paper_style,0.0
17,18,baraka,barka,pcd_paper_style,0.16666666666666666
17,19,baraka,četiri,pcd_paper_style,0.8333333333333334
17,20,baraka,često,pcd_paper_style,1.0
17,21,baraka,češka,pcd_paper_style,0.6666666666666666
17,22,baraka,večer,pcd_paper_style,0.8333333333333334
17,23,baraka,tečnost,pcd_paper_style,1.0
17,24,baraka,učite,pcd_paper_style,1.0
17,25,baraka,učilište,pcd_paper_style,1.0
17,26,baraka,cijeli,pcd_paper_style,1.0
17,27,baraka,cilj,pcd_paper_style,1.0
18,0,barka,napomenuti,pcd_paper_style,0.9
18,1,barka,glas,pcd_paper_style,0.8
18,2,barka,glog,pcd_paper_style,1.0
18,3,barka,hola,pcd_paper_style,0.8
18,4,barka,lako,pcd_paper_style,0.6
18,5,barka,oko,pcd_paper_style,0.8
18,6,barka,gola,pcd_paper_style,0.8
18,7,barka,volja,pcd_paper_style,0.8
18,8,barka,krv,pcd_paper_style,0.6
18,9,barka,krvariti,pcd_paper_style,0.625
18,10,barka,kraj,pcd_paper_style,0.4
18,11,barka,kruga,pcd_paper_style,0.4
18,12,barka,kuća,pcd_paper_style,0.6
18,13,barka,kuna,pcd_paper_style,0.6
18,14,barka,kukavica,pcd_paper_style,0.625
18,15,barka,sadržaj,pcd_paper_style,0.5714285714285714
18,16,barka,dva dječaka hajde,pcd_paper_style,0.8
18,17,barka,baraka,pcd_paper_style,0.16666666666666666
18,18,barka,barka,pcd_paper_style,0.0
18,19,barka,četiri,pcd_paper_style,0.8333333333333334
18,20,barka,često,pcd_paper_style,1.0
18,21,barka,češka,pcd_paper_style,0.6
18,22,barka,večer,pcd_paper_style,0.8
18,23,barka,tečnost,pcd_paper_style,1.0
18,24,barka,učite,pcd_paper_style,1.0
18,25,barka,učilište,pcd_paper_style,1.0
18,26,barka,cijeli,pcd_paper_style,1.0
18,27,barka,cilj,pcd_paper_style,1.0
