run_id,model,prompt_strategy,target_class,saturation_level,text_type,candidate_count,valid_count,valid_rate,saturation_pass_count,saturation_pass_rate,unique_candidate_rate,duplicate_rate,average_saturation,pcd_version,average_pcd,failed_saturation,invalid_characters,wrong_word_count,duplicate,repeated_words,dictionary_failed
20260604_151847,llama3.1:8b,strict_plain_list,N,50.0,sentence,20,0,0.0,0,0.0,1.0,0.0,16.00313549832803,pcd_paper_style,0.4827938116172012,20,0,3,0,0,2
20260604_151847,llama3.1:8b,strict_plain_list,N,50.0,word,20,1,0.05,1,0.05,1.0,0.0,24.692821067821065,pcd_paper_style,0.6209123186754766,19,0,0,0,0,1
20260604_151847,llama3.1:8b,strict_plain_list,N,70.0,sentence,20,0,0.0,0,0.0,1.0,0.0,18.04827117327117,pcd_paper_style,0.6677484503800293,20,0,18,0,0,0
20260604_151847,llama3.1:8b,strict_plain_list,N,70.0,word,20,0,0.0,0,0.0,1.0,0.0,27.103535353535353,pcd_paper_style,0.6029591023012075,20,0,0,1,0,10
20260604_151847,llama3.1:8b,strict_plain_list,S,50.0,sentence,20,1,0.05,1,0.05,1.0,0.0,21.818280167544874,pcd_paper_style,0.6066121022080775,19,0,1,0,1,1
20260604_151847,llama3.1:8b,strict_plain_list,S,50.0,word,20,1,0.05,1,0.05,1.0,0.0,17.91387778887779,pcd_paper_style,0.6302098340256235,19,1,1,0,0,7
20260604_151847,llama3.1:8b,strict_plain_list,S,70.0,sentence,20,0,0.0,0,0.0,1.0,0.0,28.236777420567297,pcd_paper_style,0.5613993610286853,20,0,2,0,0,3
20260604_151847,llama3.1:8b,strict_plain_list,S,70.0,word,20,0,0.0,0,0.0,1.0,0.0,21.127344877344875,pcd_paper_style,0.6270839978734716,20,0,0,1,0,6
20260604_151847,llama3.1:8b,strict_plain_list,SN,50.0,sentence,20,0,0.0,0,0.0,1.0,0.0,18.772467879912522,pcd_paper_style,0.5542069973682219,20,0,5,0,1,3
20260604_151847,llama3.1:8b,strict_plain_list,SN,50.0,word,20,0,0.0,0,0.0,1.0,0.0,21.84325396825397,pcd_paper_style,0.5458918128654972,20,0,0,0,0,14
20260604_151847,llama3.1:8b,strict_plain_list,SN,70.0,sentence,20,0,0.0,0,0.0,1.0,0.0,33.83333333333333,pcd_paper_style,0.637719298245614,20,0,20,7,0,0
20260604_151847,llama3.1:8b,strict_plain_list,SN,70.0,word,19,2,0.10526315789473684,2,0.10526315789473684,1.0,0.0,46.666666666666664,pcd_paper_style,0.575243664717349,17,0,0,1,0,1
20260604_151847,llama3.1:8b,strict_plain_list,SV,50.0,sentence,20,0,0.0,0,0.0,1.0,0.0,19.83491000481847,pcd_paper_style,0.49192812294070876,20,0,1,0,0,5
20260604_151847,llama3.1:8b,strict_plain_list,SV,50.0,word,20,0,0.0,1,0.05,1.0,0.0,18.71825396825397,pcd_paper_style,0.6841123642439432,19,0,0,0,0,9
20260604_151847,llama3.1:8b,strict_plain_list,SV,70.0,sentence,20,0,0.0,0,0.0,1.0,0.0,21.648785142147304,pcd_paper_style,0.5879431637300693,20,0,0,0,0,3
20260604_151847,llama3.1:8b,strict_plain_list,SV,70.0,word,20,0,0.0,0,0.0,1.0,0.0,13.68452380952381,pcd_paper_style,0.49820802005012527,20,2,1,3,0,13
20260604_151847,llama3.1:8b,strict_plain_list,V,50.0,sentence,20,0,0.0,0,0.0,1.0,0.0,15.40528321456441,pcd_paper_style,0.5767560128345935,20,0,2,0,0,9
20260604_151847,llama3.1:8b,strict_plain_list,V,50.0,word,20,0,0.0,1,0.05,1.0,0.0,22.781870906870907,pcd_paper_style,0.6316034404192299,19,0,0,6,0,2
20260604_151847,llama3.1:8b,strict_plain_list,V,70.0,sentence,20,0,0.0,0,0.0,1.0,0.0,19.99254117460639,pcd_paper_style,0.61127095926152,20,0,11,1,0,0
20260604_151847,llama3.1:8b,strict_plain_list,V,70.0,word,20,0,0.0,0,0.0,1.0,0.0,17.617216117216117,pcd_paper_style,0.6748343615448879,20,0,0,4,0,3
