run_id,model,prompt_strategy,target_class,saturation_level,text_type,candidate_count,valid_count,valid_rate,saturation_pass_count,saturation_pass_rate,unique_candidate_rate,duplicate_rate,average_saturation,pcd_version,average_pcd,failed_saturation,invalid_characters,wrong_word_count,duplicate,repeated_words,dictionary_failed
20260604_160319,ChatGPT Plus,paper_style,SV,50.0,word,20,19,0.95,20,1.0,1.0,0.0,66.57142857142857,pcd_paper_style,0.5556077694235589,0,0,0,0,0,1
20260604_160319,ChatGPT Plus,paper_style,SV,70.0,sentence,20,12,0.6,15,0.75,1.0,0.0,77.36952581302427,pcd_paper_style,0.4060084869234291,5,0,0,4,0,1
20260604_160319,ChatGPT Plus,paper_style,SV,70.0,word,20,9,0.45,16,0.8,1.0,0.0,78.75,pcd_paper_style,0.5062468671679198,4,0,0,9,0,1
20260604_160319,ChatGPT Plus,paper_style,V,50.0,sentence,20,16,0.8,17,0.85,1.0,0.0,57.08799533799534,pcd_paper_style,0.45553858422279475,3,0,0,0,0,1
20260604_160319,ChatGPT Plus,paper_style,V,50.0,word,20,20,1.0,20,1.0,1.0,0.0,62.02380952380952,pcd_paper_style,0.6617167919799499,0,0,0,0,0,0
20260604_160319,ChatGPT Plus,paper_style,V,70.0,sentence,20,9,0.45,11,0.55,1.0,0.0,69.63378288378289,pcd_paper_style,0.40305089647194914,9,0,0,8,0,0
20260604_160319,ChatGPT Plus,paper_style,V,70.0,word,20,8,0.4,11,0.55,1.0,0.0,75.08333333333333,pcd_paper_style,0.6003508771929824,9,0,0,11,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,N,50.0,sentence,20,14,0.7,20,1.0,1.0,0.0,64.16643772893772,pcd_paper_style,0.4520267013688066,0,0,0,2,0,5
20260604_160319,ChatGPT Plus,strict_plain_list,N,50.0,word,20,4,0.2,19,0.95,1.0,0.0,69.77380952380952,pcd_paper_style,0.5886215538847117,1,0,0,16,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,N,70.0,sentence,20,10,0.5,16,0.8,1.0,0.0,76.81318681318682,pcd_paper_style,0.359919028340081,4,0,0,7,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,N,70.0,word,20,1,0.05,20,1.0,1.0,0.0,84.75,pcd_paper_style,0.5610526315789474,0,0,0,19,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,S,50.0,sentence,20,11,0.55,20,1.0,1.0,0.0,73.04126265890972,pcd_paper_style,0.3664919085042924,0,0,0,8,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,S,50.0,word,20,3,0.15,20,1.0,1.0,0.0,89.41666666666666,pcd_paper_style,0.4429824561403509,0,0,0,17,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,S,70.0,sentence,20,8,0.4,19,0.95,1.0,0.0,79.07900432900433,pcd_paper_style,0.28902834008097167,1,0,0,11,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,S,70.0,word,20,0,0.0,20,1.0,1.0,0.0,90.41666666666666,pcd_paper_style,0.43368421052631584,0,0,0,20,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,SN,50.0,sentence,20,8,0.4,18,0.9,1.0,0.0,61.701465201465204,pcd_paper_style,0.4312750407487249,2,0,0,11,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SN,50.0,word,20,1,0.05,20,1.0,1.0,0.0,74.83333333333334,pcd_paper_style,0.5856140350877193,0,0,0,19,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SN,70.0,sentence,20,5,0.25,12,0.6,1.0,0.0,72.66749916749917,pcd_paper_style,0.3630004206319996,8,0,0,12,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SN,70.0,word,20,0,0.0,18,0.9,1.0,0.0,82.25,pcd_paper_style,0.4824561403508772,2,0,0,20,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SV,50.0,sentence,19,16,0.8421052631578947,19,1.0,1.0,0.0,69.24475941381596,pcd_paper_style,0.4315530461618398,0,0,0,3,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SV,50.0,word,20,0,0.0,20,1.0,1.0,0.0,66.57142857142857,pcd_paper_style,0.5556077694235589,0,0,0,20,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,SV,70.0,sentence,20,8,0.4,16,0.8,1.0,0.0,76.94715578539108,pcd_paper_style,0.3838949182912031,4,0,0,10,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,SV,70.0,word,20,0,0.0,16,0.8,1.0,0.0,78.75,pcd_paper_style,0.5062468671679198,4,0,0,20,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,V,50.0,sentence,20,6,0.3,16,0.8,1.0,0.0,55.16949716949718,pcd_paper_style,0.4326632139790035,4,0,0,12,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,V,50.0,word,20,2,0.1,19,0.95,1.0,0.0,60.83333333333333,pcd_paper_style,0.6807017543859649,1,0,0,17,0,0
20260604_160319,ChatGPT Plus,strict_plain_list,V,70.0,sentence,20,6,0.3,11,0.55,1.0,0.0,68.45454545454547,pcd_paper_style,0.3866427432216906,9,0,0,9,0,1
20260604_160319,ChatGPT Plus,strict_plain_list,V,70.0,word,20,0,0.0,11,0.55,1.0,0.0,75.08333333333333,pcd_paper_style,0.5999122807017544,9,0,0,20,0,1
