run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete
20260604_123242,20260604_123242_00010,bubanj,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00011,buna,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buna,buna,b u n a,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00012,bunar,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunar,bunar,b u n a r,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00013,bunda,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunda,bunda,b u n d a,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00014,pumpa,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00015,punina,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punina,punina,p u n i n a,6,4,66.66666666666666,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00016,bubanj,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00017,unuk,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,unuk,unuk,u n u k,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00018,pun,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pun,pun,p u n,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00019,puna,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,puna,puna,p u n a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00020,puniti,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,puniti,puniti,p u n i t i,6,3,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00021,napuniti,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,napuniti,napuniti,n a p u n i t i,8,4,50.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00022,pun,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pun,pun,p u n,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00023,puna,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,puna,puna,p u n a,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00024,buna,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buna,buna,b u n a,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00025,unuk,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,unuk,unuk,u n u k,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00026,pumpa,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00027,bunda,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunda,bunda,b u n d a,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00028,bunar,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunar,bunar,b u n a r,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00029,bubanj,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00030,punina,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punina,punina,p u n i n a,6,4,66.66666666666666,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00031,pupak,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupak,pupak,p u p a k,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00032,bubnuti,ChatGPT Plus,paper_style,N,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bubnuti,bubnuti,b u b n u t i,7,5,71.42857142857143,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00033,pun,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pun,pun,p u n,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00034,puna,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,puna,puna,p u n a,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00035,punu,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punu,punu,p u n u,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00036,bum,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bum,bum,b u m,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00037,buna,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buna,buna,b u n a,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00038,buba,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buba,buba,b u b a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00039,buban,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buban,buban,b u b a n,5,4,80.0,True,False,dictionary_failed,1,hunspell_cli,hunspell_cli,no,buban,,yes
20260604_123242,20260604_123242_00040,bubanj,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00041,pumpa,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00042,munja,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,munja,munja,m u nj a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00043,pupnuti,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupnuti,pupnuti,p u p n u t i,7,5,71.42857142857143,True,False,duplicate;dictionary_failed,1,hunspell_cli,hunspell_cli,no,pupnuti,,yes
20260604_123242,20260604_123242_00044,pun,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pun,pun,p u n,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00045,punu,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punu,punu,p u n u,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00046,punim,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punim,punim,p u n i m,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00047,punom,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punom,punom,p u n o m,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00048,um,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,um,um,u m,2,2,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00049,umu,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,umu,umu,u m u,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00050,bum,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bum,bum,b u m,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00051,bumom,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bumom,bumom,b u m o m,5,4,80.0,True,False,dictionary_failed,1,hunspell_cli,hunspell_cli,no,bumom,,yes
20260604_123242,20260604_123242_00052,pup,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pup,pup,p u p,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00053,pupu,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupu,pupu,p u p u,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00054,pupom,ChatGPT Plus,paper_style,N,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupom,pupom,p u p o m,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00055,gol,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,gol,gol,g o l,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00056,vol,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vol,vol,v o l,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00057,lov,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lov,lov,l o v,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00058,glog,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glog,glog,g l o g,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00059,lovor,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lovor,lovor,l o v o r,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00060,logo,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,logo,logo,l o g o,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00061,vogal,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vogal,vogal,v o g a l,5,4,80.0,True,False,dictionary_failed,1,hunspell_cli,hunspell_cli,no,vogal,,yes
20260604_123242,20260604_123242_00062,govor,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,govor,govor,g o v o r,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00063,ulov,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ulov,ulov,u l o v,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00064,ohol,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ohol,ohol,o h o l,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00065,vlaga,ChatGPT Plus,paper_style,SN,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vlaga,vlaga,v l a g a,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00066,gol,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,gol,gol,g o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00067,vol,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vol,vol,v o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00068,lov,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lov,lov,l o v,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00069,glog,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glog,glog,g l o g,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00070,lovor,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lovor,lovor,l o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00071,logo,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,logo,logo,l o g o,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00072,vogal,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vogal,vogal,v o g a l,5,4,80.0,True,False,duplicate;dictionary_failed,1,hunspell_cli,hunspell_cli,no,vogal,,yes
20260604_123242,20260604_123242_00073,govor,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,govor,govor,g o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00074,ulov,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ulov,ulov,u l o v,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00075,ohol,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ohol,ohol,o h o l,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00076,vlaga,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vlaga,vlaga,v l a g a,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00077,gol,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,gol,gol,g o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00078,vol,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vol,vol,v o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00079,lov,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lov,lov,l o v,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00080,glog,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glog,glog,g l o g,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00081,logo,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,logo,logo,l o g o,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00082,lovor,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lovor,lovor,l o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00083,vogal,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vogal,vogal,v o g a l,5,4,80.0,True,False,duplicate;dictionary_failed,1,hunspell_cli,hunspell_cli,no,vogal,,yes
20260604_123242,20260604_123242_00084,govor,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,govor,govor,g o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00085,ohol,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ohol,ohol,o h o l,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00086,vlaga,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vlaga,vlaga,v l a g a,5,3,60.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00087,glava,ChatGPT Plus,paper_style,SN,60.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glava,glava,g l a v a,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00088,gol,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,gol,gol,g o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00089,vol,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vol,vol,v o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00090,lov,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lov,lov,l o v,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00091,glog,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glog,glog,g l o g,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00092,logo,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,logo,logo,l o g o,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00093,lovor,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lovor,lovor,l o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00094,govor,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,govor,govor,g o v o r,5,4,80.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00095,vogal,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vogal,vogal,v o g a l,5,4,80.0,True,False,duplicate;dictionary_failed,1,hunspell_cli,hunspell_cli,no,vogal,,yes
20260604_123242,20260604_123242_00096,ohol,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ohol,ohol,o h o l,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00097,golo,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,golo,golo,g o l o,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00098,ulov,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ulov,ulov,u l o v,4,3,75.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00099,gol,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,gol,gol,g o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00100,vol,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,vol,vol,v o l,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00101,lov,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,lov,lov,l o v,3,3,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00102,glog,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,glog,glog,g l o g,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00103,logo,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,logo,logo,l o g o,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00104,ohol,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,ohol,ohol,o h o l,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00105,golo,ChatGPT Plus,paper_style,SN,80.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,golo,golo,g o l o,4,4,100.0,True,False,duplicate,1,hunspell_cli,hunspell_cli,yes,,,yes
