run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete
20260604_143739,20260604_143739_00024,Neznamenit,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Neznamenit,neznamenit,n e z n a m e n i t,10,4,40.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00025,Nastupite,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Nastupite,nastupite,n a s t u p i t e,9,3,33.33333333333333,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00026,Natječajni,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Natječajni,natječajni,n a t j e č a j n i,10,2,20.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00027,Novinarstvo,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Novinarstvo,novinarstvo,n o v i n a r s t v o,11,2,18.181818181818183,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00028,Navigacija,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Navigacija,navigacija,n a v i g a c i j a,10,1,10.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00029,Nafta,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Nafta,nafta,n a f t a,5,1,20.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00030,Naziv,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Naziv,naziv,n a z i v,5,1,20.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00031,Netko,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Netko,netko,n e t k o,5,1,20.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00032,Ništa,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Ništa,ništa,n i š t a,5,1,20.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00033,Nakon,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Nakon,nakon,n a k o n,5,2,40.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00034,Napomenuti,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Napomenuti,napomenuti,n a p o m e n u t i,10,5,50.0,True,True,,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00035,Navijači,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Navijači,navijači,n a v i j a č i,8,1,12.5,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00036,Natjecanje,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Natjecanje,natjecanje,n a t j e c a nj e,9,2,22.22222222222222,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00037,Nađi,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Nađi,nađi,n a đ i,4,1,25.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00038,Naglašen,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Naglašen,naglašen,n a g l a š e n,8,2,25.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00039,Nižinski,llama3.1:8b,strict_plain_list,N,50.0,word,ollama,data/generated_ollama_task16_full.csv,Nižinski,nižinski,n i ž i n s k i,8,2,25.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00040,Kobilica jede jabuke.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Kobilica jede jabuke.,kobilica jede jabuke,k o b i l i c a j e d e j a b u k e,18,3,16.666666666666664,False,False,failed_saturation,3,none,none,yes,,,yes
20260604_143739,20260604_143739_00041,Neki čovjek nije bio tu.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neki čovjek nije bio tu.,neki čovjek nije bio tu,n e k i č o v j e k n i j e b i o t u,19,4,21.052631578947366,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00042,Znači da sam morao iti.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Znači da sam morao iti.,znači da sam morao iti,z n a č i d a s a m m o r a o i t i,18,3,16.666666666666664,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00043,Mnogi se nisu složili.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Mnogi se nisu složili.,mnogi se nisu složili,m n o g i s e n i s u s l o ž i l i,18,4,22.22222222222222,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00044,Neznanci su počeli gnusiti.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neznanci su počeli gnusiti.,neznanci su počeli gnusiti,n e z n a n c i s u p o č e l i g n u s i t i,23,7,30.434782608695656,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00045,Gospodin je kupio dvije kobilice.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Gospodin je kupio dvije kobilice.,gospodin je kupio dvije kobilice,g o s p o d i n j e k u p i o d v i j e k o b i l i c e,28,5,17.857142857142858,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00046,Novine će biti dostupne od sutra.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Novine će biti dostupne od sutra.,novine će biti dostupne od sutra,n o v i n e ć e b i t i d o s t u p n e o d s u t r a,27,7,25.925925925925924,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00047,Neka osoba nije htjela ići na putovanje.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neka osoba nije htjela ići na putovanje.,neka osoba nije htjela ići na putovanje,n e k a o s o b a n i j e h t j e l a i ć i n a p u t o v a nj e,32,7,21.875,False,False,failed_saturation;wrong_word_count,7,none,none,yes,,,yes
20260604_143739,20260604_143739_00048,Stari čovjek je došao s njom.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Stari čovjek je došao s njom.,stari čovjek je došao s njom,s t a r i č o v j e k j e d o š a o s nj o m,22,2,9.090909090909092,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00049,Mladić je otišao u glazbu.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Mladić je otišao u glazbu.,mladić je otišao u glazbu,m l a d i ć j e o t i š a o u g l a z b u,21,4,19.047619047619047,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00050,Učiteljica nije dala dovoljno zadataka.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Učiteljica nije dala dovoljno zadataka.,učiteljica nije dala dovoljno zadataka,u č i t e lj i c a n i j e d a l a d o v o lj n o z a d a t a k a,32,3,9.375,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00051,Neki se čovjek počeo grđati.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neki se čovjek počeo grđati.,neki se čovjek počeo grđati,n e k i s e č o v j e k p o č e o g r đ a t i,23,2,8.695652173913043,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00052,Neznanci su začepili cesta.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neznanci su začepili cesta.,neznanci su začepili cesta,n e z n a n c i s u z a č e p i l i c e s t a,23,5,21.73913043478261,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00053,Novinar će biti tu sutra navečer.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Novinar će biti tu sutra navečer.,novinar će biti tu sutra navečer,n o v i n a r ć e b i t i t u s u t r a n a v e č e r,27,6,22.22222222222222,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00054,Kobilice nisu bile bliske.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Kobilice nisu bile bliske.,kobilice nisu bile bliske,k o b i l i c e n i s u b i l e b l i s k e,22,5,22.727272727272727,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00055,Starija žena nije htjela iti.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Starija žena nije htjela iti.,starija žena nije htjela iti,s t a r i j a ž e n a n i j e h t j e l a i t i,24,2,8.333333333333332,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00056,Neki mladić je otišao na putovanje.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neki mladić je otišao na putovanje.,neki mladić je otišao na putovanje,n e k i m l a d i ć j e o t i š a o n a p u t o v a nj e,28,6,21.428571428571427,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00057,Žena se počela gnusiti od njega.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Žena se počela gnusiti od njega.,žena se počela gnusiti od njega,ž e n a s e p o č e l a g n u s i t i o d nj e g a,25,5,20.0,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00058,Glazbenik nije htjel idući na koncert.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Glazbenik nije htjel idući na koncert.,glazbenik nije htjel idući na koncert,g l a z b e n i k n i j e h t j e l i d u ć i n a k o n c e r t,32,6,18.75,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00059,Neznanci su počeli grđati cesta.,llama3.1:8b,paper_style,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Neznanci su počeli grđati cesta.,neznanci su počeli grđati cesta,n e z n a n c i s u p o č e l i g r đ a t i c e s t a,27,5,18.51851851851852,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00060,Niski čovjek jede hranu.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Niski čovjek jede hranu.,niski čovjek jede hranu,n i s k i č o v j e k j e d e h r a n u,20,3,15.0,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00061,Razgovor nije zanimljiv.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Razgovor nije zanimljiv.,razgovor nije zanimljiv,r a z g o v o r n i j e z a n i m lj i v,20,3,15.0,False,False,failed_saturation,3,none,none,yes,,,yes
20260604_143739,20260604_143739_00062,Novinar je bio uvjeren.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Novinar je bio uvjeren.,novinar je bio uvjeren,n o v i n a r j e b i o u v j e r e n,19,5,26.31578947368421,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00063,Žena je znala pješačiti.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Žena je znala pješačiti.,žena je znala pješačiti,ž e n a j e z n a l a p j e š a č i t i,20,3,15.0,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00064,Nova škola će biti sjajna.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Nova škola će biti sjajna.,nova škola će biti sjajna,n o v a š k o l a ć e b i t i s j a j n a,21,3,14.285714285714285,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00065,Čovjek mora znati razmišljati.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Čovjek mora znati razmišljati.,čovjek mora znati razmišljati,č o v j e k m o r a z n a t i r a z m i š lj a t i,25,3,12.0,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00066,Srednja škola je bila loša.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Srednja škola je bila loša.,srednja škola je bila loša,s r e d nj a š k o l a j e b i l a l o š a,21,2,9.523809523809524,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00067,Kći je bila visoka kao staklo.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Kći je bila visoka kao staklo.,kći je bila visoka kao staklo,k ć i j e b i l a v i s o k a k a o s t a k l o,24,1,4.166666666666666,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00068,Ljudi su znali šiću kupiti.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Ljudi su znali šiću kupiti.,ljudi su znali šiću kupiti,lj u d i s u z n a l i š i ć u k u p i t i,21,6,28.57142857142857,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00069,Voda nije bila hladna.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Voda nije bila hladna.,voda nije bila hladna,v o d a n i j e b i l a h l a d n a,18,3,16.666666666666664,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00070,Stari čovjek je imao psovke.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Stari čovjek je imao psovke.,stari čovjek je imao psovke,s t a r i č o v j e k j e i m a o p s o v k e,23,2,8.695652173913043,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00071,Nova knjiga će biti jako skučena.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Nova knjiga će biti jako skučena.,nova knjiga će biti jako skučena,n o v a k nj i g a ć e b i t i j a k o s k u č e n a,26,5,19.230769230769234,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00072,Žene su znale da se igraju.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Žene su znale da se igraju.,žene su znale da se igraju,ž e n e s u z n a l e d a s e i g r a j u,21,4,19.047619047619047,False,False,failed_saturation;wrong_word_count,6,none,none,yes,,,yes
20260604_143739,20260604_143739_00073,Rijeka je bila strana.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Rijeka je bila strana.,rijeka je bila strana,r i j e k a j e b i l a s t r a n a,18,2,11.11111111111111,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00074,Novac nije bio dovoljan.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Novac nije bio dovoljan.,novac nije bio dovoljan,n o v a c n i j e b i o d o v o lj a n,19,4,21.052631578947366,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00075,Mladić je pokušavao zaboraviti.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Mladić je pokušavao zaboraviti.,mladić je pokušavao zaboraviti,m l a d i ć j e p o k u š a v a o z a b o r a v i t i,27,4,14.814814814814813,False,False,failed_saturation,4,none,none,yes,,,yes
20260604_143739,20260604_143739_00076,Baba je znala šljive kupiti.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Baba je znala šljive kupiti.,baba je znala šljive kupiti,b a b a j e z n a l a š lj i v e k u p i t i,22,5,22.727272727272727,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00077,Ljudi su znali što čine.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Ljudi su znali što čine.,ljudi su znali što čine,lj u d i s u z n a l i š t o č i n e,18,4,22.22222222222222,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00078,Srednji razumčovjek je volio čitat.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Srednji razumčovjek je volio čitat.,srednji razumčovjek je volio čitat,s r e d nj i r a z u m č o v j e k j e v o l i o č i t a t,29,3,10.344827586206897,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00079,Nova škola će biti bistra.,llama3.1:8b,strict_plain_list,N,50.0,sentence,ollama,data/generated_ollama_task16_full.csv,Nova škola će biti bistra.,nova škola će biti bistra,n o v a š k o l a ć e b i t i b i s t r a,21,3,14.285714285714285,False,False,failed_saturation,5,none,none,yes,,,yes
20260604_143739,20260604_143739_00080,"Nisam u stanju dati detaljan popis riječi koje zadovoljavaju postavljene uvjete jer to zahtijeva vrlo veliku količinu procesiranja i obrađivanja velikog broja podataka, a nije tako jednostavno rješiti bez pristupa mrežnim tehnikama i izvorima kao što je https://hjp.znanje.hr. Međutim, detaljno pojasnjenje koji bi omogućio izradu takvog popisa nije dostupno u ovom formatu.",llama3.1:8b,paper_style,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,"Nisam u stanju dati detaljan popis riječi koje zadovoljavaju postavljene uvjete jer to zahtijeva vrlo veliku količinu procesiranja i obrađivanja velikog broja podataka, a nije tako jednostavno rješiti bez pristupa mrežnim tehnikama i izvorima kao što je https://hjp.znanje.hr. Međutim, detaljno pojasnjenje koji bi omogućio izradu takvog popisa nije dostupno u ovom formatu.",nisam u stanju dati detaljan popis riječi koje zadovoljavaju postavljene uvjete jer to zahtijeva vrlo veliku količinu procesiranja i obrađivanja velikog broja podataka a nije tako jednostavno rješiti bez pristupa mrežnim tehnikama i izvorima kao što je https hjp znanje hr međutim detaljno pojasnjenje koji bi omogućio izradu takvog popisa nije dostupno u ovom formatu,n i s a m u s t a nj u d a t i d e t a lj a n p o p i s r i j e č i k o j e z a d o v o lj a v a j u p o s t a v lj e n e u v j e t e j e r t o z a h t i j e v a v r l o v e l i k u k o l i č i n u p r o c e s i r a nj a i o b r a đ i v a nj a v e l i k o g b r o j a p o d a t a k a a n i j e t a k o j e d n o s t a v n o r j e š i t i b e z p r i s t u p a m r e ž n i m t e h n i k a m a i i z v o r i m a k a o š t o j e h t t p s h j p z n a nj e h r m e đ u t i m d e t a lj n o p o j a s nj e nj e k o j i b i o m o g u ć i o i z r a d u t a k v o g p o p i s a n i j e d o s t u p n o u o v o m f o r m a t u,304,59,19.407894736842106,False,False,failed_saturation;wrong_word_count;repeated_words,55,none,none,yes,,,yes
20260604_143739,20260604_143739_00081,novčić,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,novčić,novčić,n o v č i ć,6,1,16.666666666666664,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00082,nežni,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,nežni,nežni,n e ž n i,5,2,40.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00083,njezino,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,njezino,njezino,nj e z i n o,6,2,33.33333333333333,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00084,našnici,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,našnici,našnici,n a š n i c i,7,2,28.57142857142857,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00085,načelo,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,načelo,načelo,n a č e l o,6,1,16.666666666666664,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00086,navođeno,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,navođeno,navođeno,n a v o đ e n o,8,2,25.0,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00087,narječje,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,narječje,narječje,n a r j e č j e,8,1,12.5,False,False,failed_saturation,1,none,none,yes,,,yes
20260604_143739,20260604_143739_00088,nuvoriči,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,data/generated_ollama_task16_full.csv,nuvoriči,nuvoriči,n u v o r i č i,8,2,25.0,False,False,failed_saturation,1,none,none,yes,,,yes
