candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,run_id
njezino,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
našnici,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
načelo,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
navođeno,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
narječje,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nuvoriči,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nadražujem,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nikolišu,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nalazni,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nakopnuti,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nuženosti,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
naklonjen,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nagraničen,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
načinjen,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nekolikoši,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
natjecanje,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
nižinačka,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
načelnikovi,llama3.1:8b,strict_plain_list,N,70.0,word,ollama,20260604_143739
Malina nekad nosi veliku količinu vlažnosti.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Mnogi ljudi nisu sposobni da učine dovoljno napora.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Najbolji jezik nije uvijek najpopularniji.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Novinari svake godine objavljuju brojni članak.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Nastala su velika gomila količina hrane.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Netko je kupio malu kućicu u gradu.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Naš narod nikada nije bio toliko nasilan.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Najnovije istraživanje pokazalo je da nema ničega.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Neki ljudi imaju vrlo velike šanse za uspjeh.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Malina jede mnogo hrane u proljeće.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
"Sve što smo vidjeli, nije bilo toliko važno.",llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Mnogi učenici imaju bolju prošlost nego budućnost.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Količina novca je uvijek bila naš problem.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Netko će biti daleko od svog doma.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
U prvom razdoblju bio sam vrlo nesiguran.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Nekima je slučajno stalo do turskog jezika.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Količina zelenjaka nije nikad bila dovoljna za nas.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Netko će biti u stanu velikih očekivanja.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Najbolji su učenici uvijek bili srednje inteligentni.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Mnogi učitelji su vrlo često nedostupni.,llama3.1:8b,paper_style,N,70.0,sentence,ollama,20260604_143739
Najbolja je,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Niski zvuk,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Mala voda,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Bijeli kamen,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Nova kuća,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Veliki broj,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Gorka hrana,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Crni konj,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Očigledno sunce,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Hladan zrak,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Ljudsko vrijeme,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Lakše reći,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Ljubav u srcu,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Mladi čovjek,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Neka kazna,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Nova škola,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Pisanje knjige,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Razgovor s njom,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Uzrok smrti,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
Visoki zvuk,llama3.1:8b,strict_plain_list,N,70.0,sentence,ollama,20260604_143739
baka,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
brka,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
glas,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
glog,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
hola,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
hvata,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
knjiga,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
kovac,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
kralj,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
lako,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
likov,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
logar,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
mala,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
mlad,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
njena,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
oka,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
oko,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
pamet,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
poklop,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
prosto,llama3.1:8b,paper_style,SN,50.0,word,ollama,20260604_143739
svladaju,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
vojnica,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
vjetarce,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
svečanju,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
najvažniji,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
snagaši,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
srednjegrad,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnosti,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnoste,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
naglasuju,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnošću,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnosće,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
vojništva,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnostju,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnostjeh,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
važnostih,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
snažnosti,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
načelnuvši,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
načelnovši,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
načelnosći,llama3.1:8b,strict_plain_list,SN,50.0,word,ollama,20260604_143739
Mornar je pomogao u akciji.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Nije bilo lako otkrio tajni ulaz.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Graditelji su počeli graditi novi most.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Najbolji način je da se uzdrži.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Novi nastavnik je bio vrlo strpljan.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Odgovor bi trebao biti odmah.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Srednjoškolski studenti moraju raditi više.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Tramvaj je prestao kretati se zbog oštećenja.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Žene su polagale prisegu u prvom redu.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Za svaku godinu mora biti izdano novo publikacijo.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Nisu znali da će imati toliko problema.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Svi su čekali na početak konferencije.,llama3.1:8b,paper_style,SN,50.0,sentence,ollama,20260604_143739
Svaka kuća ima čipku,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Nađi ga u prolazu,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Škola učenika je opasna,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Vatra gori sve vreme,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Stara kći jede hranu,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Sloboda je ljubavna tema,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Nova sestra može pomoći,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Kušaći psi izbacuju smećak,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Domaće jaje jedva koči,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Stručni doktor radi u bolnici,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Zadatak bi trebao biti lako,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Učiteljica govori glasno i čisto,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Ljudi koji plače su glupavi,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Jedna žena ima lijepu kosu,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Škola u kojoj sam učio nije bila sjajna,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Nova kuća koju sam kupio treba biti odlična,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Bilješka koja je zaboravljena je gubitak vremena,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Rijetko ljudi govore o pravim stvarima,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Žena koja voli često plače,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Lekar koji je bio u bolnici može pomoći,llama3.1:8b,strict_plain_list,SN,50.0,sentence,ollama,20260604_143739
Nisu sve ove odrednice prisutne u hrvatskom jeziku.,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
nju,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
njama,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
njega,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
baba,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kup,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupati,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupa,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupi,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupina,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupna,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupno,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupnaonica,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupuđa,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupuđac,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupujem,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupujem-li,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupuje,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupuje-mo,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
kupujući,llama3.1:8b,paper_style,SN,70.0,word,ollama,20260604_143739
voda,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
grom,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
hvala,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
vlaga,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
luka,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
glas,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
nova,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
lava,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
soka,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
gola,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
bora,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
zora,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
gora,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
glava,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
lavica,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
volja,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
vrag,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
glašća,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
glasa,llama3.1:8b,strict_plain_list,SN,70.0,word,ollama,20260604_143739
Moj brat jede hleb.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Hvala ti za pomoć njemu.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Oni su odveli nas u grad.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Bili smo u zelenoj šumi.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Prijatelj je kupio novu količinu mlijeka.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Žena je objasnila mi jedan problem.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Ti si kupio novo košulju.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Moj otac pije čaj sa šećerom.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
U čast rođendana slavili smo zajedno.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Bila sam u školi i učila sam.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Najbolji prijatelj mi je dao jednu knjigu.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Nekoliko djece igralo je van kod mene.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Majka mi je rekla da kupim još jedan kruh.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Rijeka teče preko stjenovitog brda.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Ona me poziva na večeru jutros.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Dvanaest ljudi učio je hrvatski jezik.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
U čast svoje majke slavili smo danas.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Moja sestra se igrala s nekim dječacima.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Svi su bili u velikoj sali sjedali na stolovima.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
Nešto je krivo i iznenada mu se nije obrisalo.,llama3.1:8b,paper_style,SN,70.0,sentence,ollama,20260604_143739
voda,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
kora,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
ljubav,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
mladi,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
gornja,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
sveta,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
njega,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
hladna,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
važno,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
dvorac,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
glava,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
škola,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
krava,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
žena,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
vlaga,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
čista,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
gora,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
hvala,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
vrata,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
glasa,llama3.1:8b,strict_plain_list,SN,70.0,sentence,ollama,20260604_143739
Rječnik odabirom:,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
krv,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
krvariti,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
kraj,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
kruga,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
kul,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
kuća,llama3.1:8b,paper_style,S,50.0,word,ollama,20260604_143739
