candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,run_id
Unuk puni pumpu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Mama puni bundu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Buba puni bundu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Baba puni bundu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Unuk puni bundu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Mama puni bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Buba puni bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Baba puni bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Unuk puni bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Mama pumpa pumpu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Buba pumpa pumpu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Baba pumpa pumpu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Unuk pumpa pumpu.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Mama pumpa bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Buba pumpa bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Baba pumpa bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
Unuk pumpa bubanj.,ChatGPT Plus,strict_plain_list,N,70,sentence,manual_chatgpt_plus,20260604_152313
vol,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
gol,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
golo,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
glog,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
lov,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
lovor,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
lovac,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
golub,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
govor,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
olovo,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
uho,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
gluh,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
gluhi,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
vlaga,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
glava,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
plug,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
hvala,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
volja,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
lula,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
gulaš,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_152313
vol,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
gol,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
golo,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
glog,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
lov,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
lovor,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
lovac,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
golub,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
govor,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
olovo,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
uho,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
gluh,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
gluhi,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
vlaga,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
glava,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
plug,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
hvala,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
volja,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
lula,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
uloga,ChatGPT Plus,strict_plain_list,SN,50,word,manual_chatgpt_plus,20260604_152313
Vol voli glog.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub lovi vola.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac lovi goluba.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac voli lov.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub gladuje dugo.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol dugo boluje.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac lovi vuka.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub voli volju.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vuk lovi goluba.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac gleda goluba.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Glog dugo cvjeta.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub dugo guguće.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac dugo lovi.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol gleda goluba.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Glog golubi vole.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub gleda glog.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac voli golubove.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol vuče plug.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub lovi hljeb.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac govori dugo.,ChatGPT Plus,paper_style,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol voli glog,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub voli glog,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac lovi goluba,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Glog voli vlagu,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol gleda goluba,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub guguće dugo,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac govori dugo,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol dugo boluje,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub leti dolom,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac lovi vuka,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Glog dugo cvjeta,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub voli lovor,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovor voli vlagu,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol vuče plug,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub gleda glog,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovac voli lov,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Glog raste gol,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Vol nosi plug,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Golub dugo guguće,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
Lovor dugo gori,ChatGPT Plus,strict_plain_list,SN,50,sentence,manual_chatgpt_plus,20260604_152313
vol,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
vola,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
volu,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
volom,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
volovi,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
gol,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
gola,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
golo,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
goli,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
golog,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
golom,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
glog,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
gloga,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
glogu,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
glogom,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
lov,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
lova,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
lovu,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
lovom,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
lovor,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_152313
vol,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
gol,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
golo,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
goli,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
glog,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
lov,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
lovu,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
lova,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
lovom,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
lovor,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
volja,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
volu,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
vola,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
volom,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
gloga,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
glogu,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
golub,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
gluh,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
gluhi,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
olovo,ChatGPT Plus,strict_plain_list,SN,70,word,manual_chatgpt_plus,20260604_152313
