run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete,candidate_hjp_valid,hjp_unknown_words,hjp_invalid_words,hjp_review_complete
20260604_160319,20260604_160319_00203,Lovac voli lov.,ChatGPT Plus,paper_style,SN,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Lovac voli lov.,lovac voli lov,l o v a c v o l i l o v,12,9,75.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00231,Golub voli lovor,ChatGPT Plus,strict_plain_list,SN,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Golub voli lovor,golub voli lovor,g o l u b v o l i l o v o r,14,10,71.42857142857143,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00282,Vol voli lov.,ChatGPT Plus,paper_style,SN,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Vol voli lov.,vol voli lov,v o l v o l i l o v,10,9,90.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00305,Gol vol voli,ChatGPT Plus,strict_plain_list,SN,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Gol vol voli,gol vol voli,g o l v o l v o l i,10,9,90.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00302,Vol voli lovor,ChatGPT Plus,strict_plain_list,SN,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Vol voli lovor,vol voli lovor,v o l v o l i l o v o r,12,10,83.33333333333334,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00306,Gluh vol voli,ChatGPT Plus,strict_plain_list,SN,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Gluh vol voli,gluh vol voli,g l u h v o l v o l i,11,9,81.81818181818183,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00311,Vol gleda glog,ChatGPT Plus,strict_plain_list,SN,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Vol gleda glog,vol gleda glog,v o l g l e d a g l o g,12,9,75.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00556,Čete često ječe,ChatGPT Plus,strict_plain_list,SV,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Čete često ječe,čete često ječe,č e t e č e s t o j e č e,13,11,84.61538461538461,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00540,Čete tiše šute,ChatGPT Plus,strict_plain_list,SV,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Čete tiše šute,čete tiše šute,č e t e t i š e š u t e,12,10,83.33333333333334,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00521,Dječje čete šetaju.,ChatGPT Plus,paper_style,SV,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Dječje čete šetaju.,dječje čete šetaju,d j e č j e č e t e š e t a j u,16,13,81.25,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00549,Šetnje često tješe,ChatGPT Plus,strict_plain_list,SV,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Šetnje često tješe,šetnje često tješe,š e t nj e č e s t o t j e š e,15,12,80.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00532,Šetnje često tješe tetu.,ChatGPT Plus,paper_style,SV,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Šetnje često tješe tetu.,šetnje često tješe tetu,š e t nj e č e s t o t j e š e t e t u,19,15,78.94736842105263,True,True,,4,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00597,Tete tješe čete.,ChatGPT Plus,paper_style,SV,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Tete tješe čete.,tete tješe čete,t e t e t j e š e č e t e,13,13,100.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00601,Dječje čete teže.,ChatGPT Plus,paper_style,SV,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Dječje čete teže.,dječje čete teže,d j e č j e č e t e t e ž e,14,12,85.71428571428571,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00616,Dječje čete šute.,ChatGPT Plus,paper_style,SV,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Dječje čete šute.,dječje čete šute,d j e č j e č e t e š u t e,14,12,85.71428571428571,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00622,Tečaj teče češće,ChatGPT Plus,strict_plain_list,SV,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Tečaj teče češće,tečaj teče češće,t e č a j t e č e č e š ć e,14,12,85.71428571428571,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00605,Čete šute češće.,ChatGPT Plus,paper_style,SV,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Čete šute češće.,čete šute češće,č e t e š u t e č e š ć e,13,11,84.61538461538461,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00691,Sivi zec skici.,ChatGPT Plus,paper_style,V,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sivi zec skici.,sivi zec skici,s i v i z e c s k i c i,12,9,75.0,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00680,Sivi zec visi.,ChatGPT Plus,paper_style,V,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sivi zec visi.,sivi zec visi,s i v i z e c v i s i,11,8,72.72727272727273,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00688,Sisa sin cicu.,ChatGPT Plus,paper_style,V,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sisa sin cicu.,sisa sin cicu,s i s a s i n c i c u,11,8,72.72727272727273,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00715,Zec sisa cicu,ChatGPT Plus,strict_plain_list,V,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Zec sisa cicu,zec sisa cicu,z e c s i s a c i c u,11,8,72.72727272727273,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00689,Sivi sin čisti.,ChatGPT Plus,paper_style,V,50.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sivi sin čisti.,sivi sin čisti,s i v i s i n č i s t i,12,8,66.66666666666666,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00761,Cici zec sisi.,ChatGPT Plus,paper_style,V,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Cici zec sisi.,cici zec sisi,c i c i z e c s i s i,11,10,90.9090909090909,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00757,Sivi zec sisi.,ChatGPT Plus,paper_style,V,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sivi zec sisi.,sivi zec sisi,s i v i z e c s i s i,11,9,81.81818181818183,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00765,Sin visi sisi.,ChatGPT Plus,paper_style,V,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sin visi sisi.,sin visi sisi,s i n v i s i s i s i,11,9,81.81818181818183,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00772,Sivi zec cici.,ChatGPT Plus,paper_style,V,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sivi zec cici.,sivi zec cici,s i v i z e c c i c i,11,9,81.81818181818183,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00790,Sin sisi sisa,ChatGPT Plus,strict_plain_list,V,70.0,sentence,manual_csv,data/chatgpt_plus_task16_full.csv,Sin sisi sisa,sin sisi sisa,s i n s i s i s i s a,11,9,81.81818181818183,True,True,,3,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00008,bum,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bum,bum,b u m,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00011,pun,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,pun,pun,p u n,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00001,bubanj,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00009,pumpa,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00000,buba,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,buba,buba,b u b a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00084,punu,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,punu,punu,p u n u,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00087,pumpu,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,pumpu,pumpu,p u m p u,5,5,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00089,bubu,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubu,bubu,b u b u,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00094,bubnju,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubnju,bubnju,b u b nj u,5,5,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00097,bunu,ChatGPT Plus,paper_style,N,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bunu,bunu,b u n u,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00320,rad,ChatGPT Plus,paper_style,S,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,rad,rad,r a d,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00321,radar,ChatGPT Plus,paper_style,S,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,radar,radar,r a d a r,5,5,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00322,kadar,ChatGPT Plus,paper_style,S,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,kadar,kadar,k a d a r,5,5,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00324,dar,ChatGPT Plus,paper_style,S,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,dar,dar,d a r,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00327,draž,ChatGPT Plus,paper_style,S,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,draž,draž,d r a ž,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00419,kara,ChatGPT Plus,paper_style,S,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,kara,kara,k a r a,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00160,vol,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,vol,vol,v o l,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00161,gol,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,gol,gol,g o l,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00162,golo,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,golo,golo,g o l o,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00163,glog,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,glog,glog,g l o g,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00164,lov,ChatGPT Plus,paper_style,SN,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,lov,lov,l o v,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00244,volovi,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,volovi,volovi,v o l o v i,6,5,83.33333333333334,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00254,glogom,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,glogom,glogom,g l o g o m,6,5,83.33333333333334,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00243,volom,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,volom,volom,v o l o m,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00250,golom,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,golom,golom,g o l o m,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00252,gloga,ChatGPT Plus,paper_style,SN,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,gloga,gloga,g l o g a,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00480,tečaj,ChatGPT Plus,paper_style,SV,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,tečaj,tečaj,t e č a j,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00485,češće,ChatGPT Plus,paper_style,SV,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,češće,češće,č e š ć e,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00482,teta,ChatGPT Plus,paper_style,SV,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,teta,teta,t e t a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00483,četa,ChatGPT Plus,paper_style,SV,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,četa,četa,č e t a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00494,čest,ChatGPT Plus,paper_style,SV,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,čest,čest,č e s t,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00558,tete,ChatGPT Plus,paper_style,SV,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,tete,tete,t e t e,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00560,čete,ChatGPT Plus,paper_style,SV,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,čete,čete,č e t e,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00561,teče,ChatGPT Plus,paper_style,SV,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,teče,teče,t e č e,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00569,tješe,ChatGPT Plus,paper_style,SV,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,tješe,tješe,t j e š e,5,5,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00564,četke,ChatGPT Plus,paper_style,SV,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,četke,četke,č e t k e,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00639,sivi,ChatGPT Plus,paper_style,V,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,sivi,sivi,s i v i,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00649,sisa,ChatGPT Plus,paper_style,V,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,sisa,sisa,s i s a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00652,cica,ChatGPT Plus,paper_style,V,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,cica,cica,c i c a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00655,siti,ChatGPT Plus,paper_style,V,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,siti,siti,s i t i,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00637,sir,ChatGPT Plus,paper_style,V,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,sir,sir,s i r,3,2,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
20260604_160319,20260604_160319_00727,sisi,ChatGPT Plus,paper_style,V,70.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,sisi,sisi,s i s i,4,4,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes,yes,,,yes
