candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,run_id
lovor,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
logo,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
vogal,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
govor,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
ulov,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
ohol,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
vlaga,ChatGPT Plus,paper_style,SN,50,word,manual_chatgpt_plus,20260604_114212
gol,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
vol,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
lov,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
glog,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
logo,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
lovor,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
vogal,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
govor,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
ohol,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
vlaga,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
glava,ChatGPT Plus,paper_style,SN,60,word,manual_chatgpt_plus,20260604_114212
gol,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
vol,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
lov,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
glog,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
logo,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
lovor,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
govor,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
vogal,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
ohol,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
golo,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
ulov,ChatGPT Plus,paper_style,SN,70,word,manual_chatgpt_plus,20260604_114212
gol,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
vol,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
lov,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
glog,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
logo,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
ohol,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
golo,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
golom,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
gologa,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
lovor,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
govor,ChatGPT Plus,paper_style,SN,80,word,manual_chatgpt_plus,20260604_114212
rad,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
rak,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
dar,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
drag,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
draga,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
kadar,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
radar,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
karakter,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
razrada,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
država,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
družba,ChatGPT Plus,paper_style,S,40,word,manual_chatgpt_plus,20260604_114212
rad,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
rak,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
dar,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
kadar,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
radar,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
draga,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
kratak,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
država,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
razrada,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
nagrada,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
družba,ChatGPT Plus,paper_style,S,50,word,manual_chatgpt_plus,20260604_114212
rad,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
rak,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
dar,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
draž,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
žar,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
kadar,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
radar,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
draga,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
kratak,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
razrada,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
građa,ChatGPT Plus,paper_style,S,60,word,manual_chatgpt_plus,20260604_114212
rad,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
rak,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
dar,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
draž,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
žar,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
kadar,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
radar,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
draga,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
kratak,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
karka,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
rađa,ChatGPT Plus,paper_style,S,70,word,manual_chatgpt_plus,20260604_114212
rad,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
rak,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
dar,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
žar,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
draž,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
arka,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
kadar,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
radar,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
ratar,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
draga,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
garaža,ChatGPT Plus,paper_style,S,80,word,manual_chatgpt_plus,20260604_114212
tečaj,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
četka,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
šetnja,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
jež,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
teći,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
čekati,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
štedjeti,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
tetka,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
dječji,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
trešnja,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
četvrtak,ChatGPT Plus,paper_style,SV,40,word,manual_chatgpt_plus,20260604_114212
tečaj,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
četka,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
šetnja,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
jež,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
teći,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
čekati,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
štedjeti,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
tetka,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
dječji,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
trešnja,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
četvrtak,ChatGPT Plus,paper_style,SV,50,word,manual_chatgpt_plus,20260604_114212
tečaj,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
četka,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
šetnja,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
jež,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
štedjeti,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
tetka,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
dječji,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
trešnja,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
šetač,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
tješitelj,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
tješiteljica,ChatGPT Plus,paper_style,SV,60,word,manual_chatgpt_plus,20260604_114212
tečaj,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
tetka,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
teći,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
jež,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
ček,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
čete,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
šete,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
štedjeti,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
tješitelj,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
dječji,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
tečajevi,ChatGPT Plus,paper_style,SV,70,word,manual_chatgpt_plus,20260604_114212
tečaj,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tečaje,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tete,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tetke,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
čete,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
teče,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tečete,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
češće,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tješe,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
tješete,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
šeće,ChatGPT Plus,paper_style,SV,80,word,manual_chatgpt_plus,20260604_114212
zec,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
sin,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
siv,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
sit,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
zima,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
zidar,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
cesta,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
citat,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
sisati,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
visina,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
sisavac,ChatGPT Plus,paper_style,V,40,word,manual_chatgpt_plus,20260604_114212
zec,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
sin,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
siv,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
sit,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
zid,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
cic,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
sisati,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
visina,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
sisa,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
zima,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
cista,ChatGPT Plus,paper_style,V,50,word,manual_chatgpt_plus,20260604_114212
zec,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sin,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
siv,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sit,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
zid,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sisa,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
cic,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sisati,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
cista,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
visina,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sisavac,ChatGPT Plus,paper_style,V,60,word,manual_chatgpt_plus,20260604_114212
sisa,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
sise,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
sisi,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
sisu,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
cica,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
cice,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
cici,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
cicu,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
visi,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
sići,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
siđi,ChatGPT Plus,paper_style,V,70,word,manual_chatgpt_plus,20260604_114212
sići,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
sisi,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
cici,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
svisci,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
sisci,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
sisic,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
cicis,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
sici,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
cizi,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
zici,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
cisi,ChatGPT Plus,paper_style,V,80,word,manual_chatgpt_plus,20260604_114212
Mama puni bunar.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama kupuje bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama nosi pumpu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama kupuje pumpu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama nudi bombon.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama nosi bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama pere bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama ima bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama puni bocu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Mama pomaže unuku.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Beba ima bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Beba nosi bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Beba ima bubanj.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Beba nosi bubanj.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Beba nudi bananu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Pumpa puni bazen.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Pumpa puni bocu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Bunar ima pumpu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Unuk puni bocu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Unuk nosi bundu.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Unuk pomaže mami.,ChatGPT Plus,paper_style,N,50,sentence,manual_chatgpt_plus,20260604_114212
Puna pumpa puni pumpu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Pumpa puni punu pumpu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Bubanj puni punu sobu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Unuk puni punu pumpu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Puna pumpa puni bunar.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Pumpu puni pun unuk.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Bubanj puni punu kuću.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Unuk ima pun bubanj.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Bubanj ima punu opnu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Puna pumpa pomaže bunaru.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Unuk nudi punu pumpu.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
Bubanj puni pun bunar.,ChatGPT Plus,paper_style,N,70,sentence,manual_chatgpt_plus,20260604_114212
