word,source_candidates_count,example_candidates,models,source_adapters,prompt_strategies,target_classes,text_types,hjp_valid,hjp_entry_checked,reviewer,reviewer_notes
cic,2,cic,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cica,1,cica,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cice,1,cice,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cici,2,cici,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cicis,1,cicis,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
cicu,1,cicu,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cisi,1,cisi,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
cista,2,cista,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
citat,1,citat,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
cizi,1,cizi,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
daje,18,Draga kava daje rad. | Kratak kadar daje rad. | Radar daje kratak kadar. | Rad daje drag dar. | Kadar rada daje dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
dar,11,dar | Rad daje drag dar. | Kadar rada daje dar. | Kratak rad daje dar. | Rad daje dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
dara,2,Draga Dara radi. | Dara radi kraj radara.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
dijete,10,Dijete čita tekst. | Dijete piše test. | Dijete šeta cestom. | Teta čeka dijete. | Dijete traži četku.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
dječak,1,Dječak čita test.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
dječje,2,Dječje teze teku. | Dječje četke čekaju.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
dječji,4,dječji,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
drag,2,drag | Rad daje drag dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
draga,10,draga | Draga kava daje rad. | Rak kopa kraj draga. | Draga Dara radi. | Draga kći radi.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
draž,7,draž | Kadar daje draž. | Radar traži draž. | Rak daje draž. | Rad stvara draž.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
družba,2,družba,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
država,2,država,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
dugo,1,Golub dugo gleda.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
garaža,1,garaža,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
glava,1,glava,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
gleda,12,Vol gleda goluba. | Golub gleda vola. | Golub dugo gleda. | Golub gleda lovca. | Vola gleda golub.,ChatGPT Plus,manual_csv,paper_style,S;SN,sentence,yes,,,
glog,17,glog | Golub voli glog. | Vol voli glog. | Glog voli vlagu. | Glog gleda lovac.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
gol,8,gol | Gol vol voli lov. | Gol vol voli glog. | Gol vol voli lovor.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
goli,3,Goli vol gleda glog. | Goli vol gleda lovor. | Goli golub voli glog.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
golo,2,golo,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
golog,2,Golog vola vole. | Golog vola love.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,no,,,
gologa,1,gologa,ChatGPT Plus,manual_csv,paper_style,SN,word,no,,,
golom,1,golom,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
golub,19,Golub voli lovor. | Golub voli glog. | Golub voli goluba. | Golub gleda vola. | Ohol golub guguće.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
goluba,3,Golub voli goluba. | Lovac lovi goluba. | Vol gleda goluba.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
govor,5,govor,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
grada,4,Radar radi kraj grada. | Kadar radi kraj grada. | Radar gleda kraj grada. | Krava pase kraj grada.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
građa,1,građa,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
guguće,1,Ohol golub guguće.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
hvata,1,Radar hvata kratak kadar.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
i,13,Sin i zec sjede. | Sin i psi sjede. | Zec i sin sjede. | Psi i zec sjede. | Sin i zec vise.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
ima,8,Mama ima bundu. | Beba ima bundu. | Beba ima bubanj. | Bunar ima pumpu. | Unuk ima pun bubanj.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
iza,7,Sin visi iza zida. | Sin sjedi iza zida. | Zec sjedi iza zida. | Psi sjede iza zida. | Sin sije iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
janje,1,Teta četka janje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
je,2,Četka je čista. | Teta je četvrta.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
jede,4,Teta jede trešnje. | Teta jede jetru. | Dijete jede češće. | Dijete jede trešnje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
jedu,1,Tete jedu trešnje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
jelek,1,Teta šije jelek.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
jetru,2,Teta jede jetru. | Teta štedje jetru.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,no,,,
jež,4,jež,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
kadar,28,kadar | Kadar radi kraj grada. | Kratak kadar daje rad. | Radar daje kratak kadar. | Kadar rada daje dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
kamara,2,Rak radi kraj kamara. | Rak čeka kraj kamara.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
karakter,1,karakter,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
karka,1,karka,ChatGPT Plus,manual_csv,paper_style,S,word,no,,,
kava,1,Draga kava daje rad.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
kave,1,Kadar kave daje rad.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
kopa,1,Rak kopa kraj draga.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
kraj,8,Radar radi kraj grada. | Rak radi kraj kamara. | Kadar radi kraj grada. | Rak kopa kraj draga. | Radar gleda kraj grada.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
kratak,13,kratak | Kratak kadar daje rad. | Radar daje kratak kadar. | Kratak rad daje dar. | Radar hvata kratak kadar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
krava,2,Krava pase kraj grada. | Draga krava pase.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
kupuje,2,Mama kupuje bundu. | Mama kupuje pumpu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
kuću,1,Bubanj puni punu kuću.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
kći,1,Draga kći radi.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
logo,5,logo,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
logor,1,Golub voli logor.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
lov,11,lov | Lovac voli lov. | Vuk voli lov. | Vol voli lov. | Gol vol voli lov.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
lovac,4,Lovac lovi goluba. | Lovac voli lov. | Lovac lovi vuka. | Glog gleda lovac.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
lovca,1,Golub gleda lovca.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
love,1,Golog vola love.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
lovi,2,Lovac lovi goluba. | Lovac lovi vuka.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
lovor,15,lovor | Golub voli lovor. | Lovor voli vlagu. | Lovor gleda golub. | Vol voli lovor.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
lovora,1,Vol voli lovora.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
mama,10,Mama puni bunar. | Mama kupuje bundu. | Mama nosi pumpu. | Mama kupuje pumpu. | Mama nudi bombon.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
mami,1,Unuk pomaže mami.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
munja,1,munja,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
munju,1,Pumpa ima punu munju.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
nagrada,1,nagrada,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
napuniti,2,napuniti,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
nosi,5,Mama nosi pumpu. | Mama nosi bundu. | Beba nosi bundu. | Beba nosi bubanj. | Unuk nosi bundu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
nudi,3,Mama nudi bombon. | Beba nudi bananu. | Unuk nudi punu pumpu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
ohol,9,ohol | Ohol golub guguće. | Ohol golub voli lovor. | Ohol golub voli glog. | Ohol vol voli lov.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
opnu,1,Bubanj ima punu opnu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
pase,2,Krava pase kraj grada. | Draga krava pase.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
pere,1,Mama pere bundu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
piše,2,Teta piše teze. | Dijete piše test.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
pomaže,6,Mama pomaže unuku. | Unuk pomaže mami. | Puna pumpa pomaže bunaru. | Puna pumpa puno pomaže. | Bubanj puno pomaže unuku.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
psi,18,Sivi psi sjede. | Sin i psi sjede. | Sivi psi sikću. | Psi i zec sjede. | Psi sjede iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
pumpa,13,pumpa | Pumpa puni bazen. | Pumpa puni bocu. | Puna pumpa puni pumpu. | Pumpa puni punu pumpu.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
pumpu,8,Mama nosi pumpu. | Mama kupuje pumpu. | Bunar ima pumpu. | Puna pumpa puni pumpu. | Pumpa puni punu pumpu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
pun,8,pun | Pumpu puni pun unuk. | Unuk ima pun bubanj. | Bubanj puni pun bunar. | Pun bubanj puno bruji.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
puna,8,puna | Puna pumpa puni pumpu. | Puna pumpa puni bunar. | Puna pumpa pomaže bunaru. | Puna pumpa puno pomaže.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
puni,15,Mama puni bunar. | Mama puni bocu. | Pumpa puni bazen. | Pumpa puni bocu. | Unuk puni bocu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
punim,1,punim,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
punina,3,punina,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
puniti,1,puniti,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
puno,3,Pun bubanj puno bruji. | Puna pumpa puno pomaže. | Bubanj puno pomaže unuku.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
punom,2,punom | Unuk bubnja punom rukom.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
punu,12,punu | Pumpa puni punu pumpu. | Bubanj puni punu sobu. | Unuk puni punu pumpu. | Bubanj puni punu kuću.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
pup,1,pup,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
pupak,1,pupak,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
pupnuti,2,pupnuti,ChatGPT Plus,manual_csv,paper_style,N,word,no,,,
pupoljak,1,pupoljak,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
pupom,1,pupom,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
pupu,1,pupu,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
rad,18,rad | Draga kava daje rad. | Kratak kadar daje rad. | Rad daje drag dar. | Kratak rad daje dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
rada,2,Kadar rada daje dar. | Radar rada daje kadar.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
radar,16,radar | Radar radi kraj grada. | Radar daje kratak kadar. | Radar gleda kraj grada. | Radar hvata kratak kadar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
radara,3,Dara radi kraj radara. | Rad radara daje kadar. | Kadar radara traje.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
radi,6,Radar radi kraj grada. | Rak radi kraj kamara. | Kadar radi kraj grada. | Draga Dara radi. | Draga kći radi.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
rak,11,rak | Rak radi kraj kamara. | Rak kopa kraj draga. | Rak čeka kraj kamara. | Rak daje dar.,ChatGPT Plus,manual_csv,paper_style,S,sentence;word,yes,,,
ratar,1,ratar,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
razrada,3,razrada,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
rađa,1,rađa,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
rukom,1,Unuk bubnja punom rukom.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
sici,1,sici,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
sije,2,Sin sije sitno sjeme. | Sin sije iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sijeno,1,Zec sisa sitno sijeno.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sikću,6,Sivi psi sikću. | Sin i zec sikću. | Sin i psi sikću. | Psi i zec sikću. | Sivi svisci sikću.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sin,17,sin | Sin i zec sjede. | Sin i psi sjede. | Sin visi iza zida. | Zec i sin sjede.,ChatGPT Plus,manual_csv,paper_style,V,sentence;word,yes,,,
sisa,5,sisa | Zec sisa sitno sijeno. | Sivi zec sisa.,ChatGPT Plus,manual_csv,paper_style,V,sentence;word,yes,,,
sisati,3,sisati,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sisavac,2,sisavac,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sisci,1,sisci,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
sise,1,sise,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sisi,2,sisi,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sisic,1,sisic,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
sisu,1,sisu,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sit,3,sit,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sitno,2,Sin sije sitno sjeme. | Zec sisa sitno sijeno.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
siv,3,siv,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
sivi,20,Sivi zec sjedi. | Sivi psi sjede. | Sivi zec visi. | Sivi psi sikću. | Sivi zec zijeva.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sići,2,sići,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
siđe,3,Sivi zec siđe. | Sin siđe iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
siđi,1,siđi,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
siđu,7,Psi siđu iza zida. | Sivi psi siđu. | Sin i zec siđu. | Sin i psi siđu. | Psi i zec siđu.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
siši,1,Sivi zec siši.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sišu,2,Sivi psi sišu. | Sivi svisci sišu.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sjede,6,Sivi psi sjede. | Sin i zec sjede. | Sin i psi sjede. | Zec i sin sjede. | Psi i zec sjede.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sjedi,3,Sivi zec sjedi. | Sin sjedi iza zida. | Zec sjedi iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sjeme,1,Sin sije sitno sjeme.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sobu,1,Bubanj puni punu sobu.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
stvara,3,Radar stvara kadar. | Rad stvara draž. | Kadar stvara rad.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
svisci,5,svisci | Sivi svisci vise. | Sivi svisci siđu. | Sivi svisci sikću. | Sivi svisci sišu.,ChatGPT Plus,manual_csv,paper_style,V,sentence;word,yes,,,
tekst,1,Dijete čita tekst.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
teku,1,Dječje teze teku.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
test,3,Teta čita test. | Dijete piše test. | Dječak čita test.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
teta,19,Teta čita teze. | Teta čita test. | Teta piše teze. | Teta šeće cestom. | Teta čisti četku.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
tete,5,tete | Tete češće šije. | Tete šetnje teče. | Tete jedu trešnje. | Tete češće teže.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
tetka,4,tetka,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
tetke,1,tetke,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
tetu,2,Četka čeka tetu. | Dijete čuje tetu.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
teze,4,Teta čita teze. | Teta piše teze. | Dječje teze teku. | Tezej čita teze.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
tezej,1,Tezej čita teze.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
teći,3,teći,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
tečaj,8,tečaj | Tečaj teče četvrtkom. | Tečaj teče češće. | Češće teče tečaj.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
tečaje,4,tečaje | Teta šteđe tečaje. | Tečaje češće čuje. | Teta čuje tečaje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,no,,,
tečajevi,1,tečajevi,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
teče,6,teče | Tečaj teče četvrtkom. | Teta teče češće. | Tete šetnje teče. | Tečaj teče češće.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
tečete,1,tečete,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
teže,1,Tete češće teže.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
tješe,1,tješe,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
tješete,1,tješete,ChatGPT Plus,manual_csv,paper_style,SV,word,no,,,
tješitelj,2,tješitelj,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
tješiteljica,1,tješiteljica,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
traje,4,Kadar traje kratak čas. | Kratak kadar traje. | Kadar radara traje.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
traži,5,Radar traži kadar. | Rak traži kadar. | Rad traži kadar. | Radar traži draž. | Dijete traži četku.,ChatGPT Plus,manual_csv,paper_style,S;SV,sentence,yes,,,
trešnja,3,trešnja,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
trešnje,3,Teta jede trešnje. | Tete jedu trešnje. | Dijete jede trešnje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
ulov,3,ulov,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
um,1,um,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
umu,1,umu,ChatGPT Plus,manual_csv,paper_style,N,word,yes,,,
unuk,12,unuk | Unuk puni bocu. | Unuk nosi bundu. | Unuk pomaže mami. | Unuk puni punu pumpu.,ChatGPT Plus,manual_csv,paper_style,N,sentence;word,yes,,,
unuku,3,Mama pomaže unuku. | Bubanj puno pomaže unuku. | Puna bunda pomaže unuku.,ChatGPT Plus,manual_csv,paper_style,N,sentence,yes,,,
vise,5,Sivi psi vise. | Sin i zec vise. | Sin i psi vise. | Psi i zec vise. | Sivi svisci vise.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
visi,4,visi | Sin visi iza zida. | Sivi zec visi.,ChatGPT Plus,manual_csv,paper_style,V,sentence;word,yes,,,
visina,3,visina,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
vlaga,3,vlaga,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
vlagu,4,Glog voli vlagu. | Lovor voli vlagu.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
vogal,4,vogal,ChatGPT Plus,manual_csv,paper_style,SN,word,no,,,
vol,17,vol | Vol voli glog. | Vol gleda goluba. | Vol voli lovora. | Vol voli lovor.,ChatGPT Plus,manual_csv,paper_style,SN,sentence;word,yes,,,
vola,4,Golub gleda vola. | Vola gleda golub. | Golog vola vole. | Golog vola love.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
vole,1,Golog vola vole.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
voli,26,Golub voli lovor. | Golub voli glog. | Golub voli goluba. | Lovac voli lov. | Vol voli glog.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
volju,1,Golub voli volju.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
vuk,1,Vuk voli lov.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
vuka,1,Lovac lovi vuka.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
zec,22,zec | Sivi zec sjedi. | Sin i zec sjede. | Sivi zec visi. | Zec i sin sjede.,ChatGPT Plus,manual_csv,paper_style,V,sentence;word,yes,,,
zici,1,zici,ChatGPT Plus,manual_csv,paper_style,V,word,no,,,
zid,2,zid,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
zida,7,Sin visi iza zida. | Sin sjedi iza zida. | Zec sjedi iza zida. | Psi sjede iza zida. | Sin sije iza zida.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
zidar,1,zidar,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
zijeva,1,Sivi zec zijeva.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
zijevaju,1,Sivi psi zijevaju.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
zima,2,zima,ChatGPT Plus,manual_csv,paper_style,V,word,yes,,,
čas,2,Kadar traje kratak čas.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
ček,1,ček,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
čeka,4,Rak čeka kraj kamara. | Radar čeka kadar. | Četka čeka tetu. | Teta čeka dijete.,ChatGPT Plus,manual_csv,paper_style,S;SV,sentence,yes,,,
čekaju,1,Dječje četke čekaju.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čekati,2,čekati,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
čete,2,čete,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
četka,6,četka | Četka čeka tetu. | Teta četka janje. | Četka je čista.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
četke,1,Dječje četke čekaju.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
četku,2,Teta čisti četku. | Dijete traži četku.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
četvrta,1,Teta je četvrta.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
četvrtak,2,četvrtak,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
četvrtkom,2,Tečaj teče četvrtkom. | Teta čita četvrtkom.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
